source,record_id,name,other_names,address,city,state,postal_code,phone,taxonomy,last_updated,latitude,longitude
nppes,1447422175,"ENTERPRISE DENTAL, INC.",,2418 ENTERPRISE DR UNIT B,MENDOTA HEIGHTS,MN,55120,651-452-2116,"Dentist, General Practice",2008-04-02,44.868301045825,-93.165705066745
nppes,1528226156,ERICKSON/AAMODT ORTHODONTICS PA,,"7493 147TH ST W, SUITE 202",APPLE VALLEY,MN,55124,952-431-1111,"Dentist, Orthodontics and Dentofacial Orthopedics",2008-05-30,44.735212864961,-93.217552602881
nppes,1649438268,ERICKSON/AAMODT ORTHODONTICS PA,,"2130 CLIFF RD, SUITE 220",EAGAN,MN,55122,651-405-1055,"Dentist, Orthodontics and Dentofacial Orthopedics",2008-05-30,44.790150983491,-93.216190500761
nppes,1417115189,"ERICKSON/AAMODT ORTHODONTICS, P.A.",,4790 WHITE BEAR PKWY,WHITE BEAR LAKE,MN,55110,651-426-3873,"Dentist, Orthodontics and Dentofacial Orthopedics",2008-05-29,45.085007319447,-93.048407157306
nppes,1023664935,"ESTEE WANG, DMD MS, PLLC",LAKES ORTHODONTICS,1668 COPE AVE E,MAPLEWOOD,MN,55109,651-777-7300,"Dentist, Orthodontics and Dentofacial Orthopedics",2019-08-15,45.00997014914,-93.031107217724
nppes,1023664935-pl1,"ESTEE WANG, DMD MS, PLLC",LAKES ORTHODONTICS,4535 HODGSON RD STE 700,SHOREVIEW,MN,55126,651-765-1945,"Dentist, Orthodontics and Dentofacial Orthopedics",2019-08-15,45.078518084712,-93.116859491746
nppes,1407325830,FACIAL PAIN CENTER PLLC,,1835 COUNTY ROAD C W STE 200,ROSEVILLE,MN,55113,651-636-2016,"Clinic/Center, Dental",2026-08-11,45.021326618307,-93.178393765906
nppes,1407325830-pl1,FACIAL PAIN CENTER PLLC,,13059 RIDGEDALE DR,MINNETONKA,MN,55305,952-926-3858,"Clinic/Center, Dental",2026-08-11,44.967492525808,-93.444225987478
nppes,1407325830-pl2,FACIAL PAIN CENTER PLLC,,4155 DEAN LAKES BLVD,SHAKOPEE,MN,55379,952-926-3858,"Clinic/Center, Dental",2026-08-11,44.779227103993,-93.466786832673
nppes,1407325830-pl3,FACIAL PAIN CENTER PLLC,,4190 108TH AVE NE STE 130,BLAINE,MN,55449,651-636-2016,"Clinic/Center, Dental",2026-08-11,45.165631647718,-93.163460286032
nppes,1407325830-pl4,FACIAL PAIN CENTER PLLC,,241 RADIO DR STE B,WOODBURY,MN,55125,651-636-2016,"Clinic/Center, Dental",2026-08-11,44.944435083423,-92.934157639431
nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",ST. LOUIS PARK,MN,55416,952-926-3858,"Clinic/Center, Dental",2026-08-11,,
nppes,1407325830-pl6,FACIAL PAIN CENTER PLLC,,4200 W OLD SHAKOPEE RD STE 100,BLOOMINGTON,MN,55437,952-926-3858,"Clinic/Center, Dental",2026-08-11,44.809650779734,-93.333286618312
nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,BURNSVILLE,MN,55337,952-926-3858,"Clinic/Center, Dental",2026-08-11,44.750490132636,-93.279803113795
nppes,1013199561,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,1680 SUBURBAN AVE,SAINT PAUL,MN,55106,651-209-3139,"Dentist, General Practice",2008-06-20,44.951043844261,-93.027763014174
nppes,1093997546,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,1340 DUCKWOOD DR,EAGAN,MN,55123,651-209-9999,"Dentist, General Practice",2008-06-20,44.82753312294,-93.162499391097
nppes,1235429267,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,1714 COPE AVE E,MAPLEWOOD,MN,55109,651-770-0055,"Dentist, General Practice",2011-04-11,45.009961144089,-93.028211176483
nppes,1558010967,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE ST. PAUL MIDWAY - ORAL SURGERY,1375 SAINT ANTHONY AVE,SAINT PAUL,MN,55104,651-286-8153,"Dentist, Oral and Maxillofacial Pathology",2022-03-22,44.952265168664,-93.158787259198
nppes,1134862865,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS MIDWAY - ST. PAUL,1375 SAINT ANTHONY AVE,SAINT PAUL,MN,55104,651-286-8153,"Dentist, General Practice",2022-04-20,44.952265168664,-93.158787259198
nppes,1194474593,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE ST. PAUL MIDWAY - PERIODONTICS,1375 SAINT ANTHONY AVE,SAINT PAUL,MN,55104,651-645-4671,"Dentist, Periodontics",2022-03-22,44.952265168664,-93.158787259198
nppes,1982538690,FAMILY SMILES-BURNSVILLE PLLC,,3825 CEDAR GROVE PKWY STE 1101,EAGAN,MN,55122,952-905-9090,Dentist,2026-08-10,44.817109686355,-93.208201317656
nppes,1649782756,FRANCO & ASSOCIATES FAMILY AND COSMETIC DENTISTRY,,120 SNELLING AVE N,SAINT PAUL,MN,55104,651-645-6111,"Dentist, General Practice",2017-10-30,44.944655676755,-93.166920716562
nppes,1831365006,FRED W CARPENTER DDS,,1514 WHITE BEAR AVE,ST PAUL,MN,55106,651-771-7719,"Dentist, Orthodontics and Dentofacial Orthopedics",2008-05-07,44.986953514752,-93.025147045104
nppes,1154971380,GENTLE DENTISTRY OF BLOOMINGTON PLLC,,10611 FRANCE AVE S STE 201,BLOOMINGTON,MN,55431,952-881-8404,"Dentist, General Practice",2019-10-24,44.811656578526,-93.329455265117
nppes,1154971380-pl1,GENTLE DENTISTRY OF BLOOMINGTON PLLC,,1714 COPE AVE E,MAPLEWOOD,MN,55109,651-770-0055,"Dentist, General Practice",2019-10-24,45.009961144089,-93.028211176483
nppes,1639626773,GEORGE DENTAL APPLE VALLEY PA,,"14135 CEDAR AVE, SUITE 500",APPLE VALLEY,MN,55124,952-891-4611,"Dentist, General Practice",2016-09-07,44.744750173417,-93.21776688897
nppes,1598449688,GHASSEMLOUEI AND GUNDERSON DENTAL PRACTICE PLLC,,2418 ENTERPRISE DR UNIT B,MENDOTA HEIGHTS,MN,55120,651-452-2116,"Dentist, General Practice",2023-06-09,44.868301045825,-93.165705066745
nppes,1073376331,GLASGOW FAMILY & COSMETIC DENTISTRY,,3440 FEDERAL DR STE 240,EAGAN,MN,55122,651-994-8822,"Dentist, General Practice",2024-02-12,44.832518492274,-93.1722422064
nppes,1437704020,GRAND AVENUE SMILES,,1845 GRAND AVENUE,ST. PAUL,MN,55105,651-690-5262,"Dentist, General Practice",2019-08-09,44.940155244009,-93.178670093217
nppes,1144717299,"GREAT ODENS, LLC",RIVERBEND FAMILY DENTAL,241 CLEVELAND AVE S STE D,SAINT PAUL,MN,55105,651-699-3212,Dentist,2020-11-19,44.934171655285,-93.187460428985
nppes,1811972292,GREAT RIVER DENTAL P.A.,,375 JACKSON ST,SAINT PAUL,MN,55101,651-222-0983,"Dentist, General Practice",2020-08-22,44.948600801572,-93.090139634031
nppes,1043365208,"GROUP HEALTH, INC.",HEALTHPARTNERS MAPLEWOOD DENTAL CLINIC,2165 WHITE BEAR AVE N,MAPLEWOOD,MN,55109,651-770-8828,"Dentist, General Practice",2026-08-14,45.006465997099,-93.025247399709
nppes,1780739417,"GROUP HEALTH, INC.",HEALTHPARTNERS COMO DENTAL CLINIC,2500 COMO AVE,SAINT PAUL,MN,55108,651-641-0020,"Dentist, Prosthodontics",2026-08-14,,
nppes,1114072071,"GROUP HEALTH, INC.",HEALTHPARTNERS ARDEN HILLS DENTAL CLINIC,3930 NORTHWOODS DR,ARDEN HILLS,MN,55112,651-490-6775,"Dentist, General Practice",2026-08-14,45.058241393491,-93.150379831115
nppes,1073668877,"GROUP HEALTH, INC.",HEALTHPARTNERS APPLE VALLEY DENTAL CLINIC,15350 ENGLISH AVE,APPLE VALLEY,MN,55124,952-431-8583,"Dentist, General Practice",2026-08-14,44.72073220021,-93.178878039841
nppes,1750436333,"GROUP HEALTH, INC.",HEALTHPARTNERS MIDWAY DENTAL CLINIC,"450 SYNDICATE ST N, #300",SAINT PAUL,MN,55104,651-254-7373,"Dentist, General Practice",2026-08-19,44.95466583984,-93.154197045031
nppes,1275688632,"GROUP HEALTH, INC.",HEALTHPARTNERS WHITE BEAR DENTAL CLINIC,1430 HIGHWAY 96 E,WHITE BEAR LAKE,MN,55110,651-426-9502,"Dentist, General Practice",2026-08-14,45.07913301652,-93.040015609359
nppes,1801941943,"GROUP HEALTH, INC.",HEALTHPARTNERS ST. PAUL DENTAL CLINIC,205 WABASHA ST S,SAINT PAUL,MN,55107,651-227-3757,"Dentist, Pediatric Dentistry",2026-08-14,44.937268517691,-93.087772526408
nppes,1083769335,"GROUP HEALTH, INC.",HEALTHPARTNERS WOODBURY DENTAL CLINIC,"8325 SEASONS PKWY, STE 103",WOODBURY,MN,55125,651-702-5848,"Dentist, General Practice",2026-08-14,44.936818824432,-92.937910353407
nppes,1952042053,"GROUP HEALTH, INC.",HEALTHPARTNERS ST. PAUL RESIDENCY DENTAL,205 WABASHA ST S,SAINT PAUL,MN,55107,651-254-7373,"Dentist, General Practice",2026-08-14,44.937268517691,-93.087772526408
nppes,1275150989,HAMLINE FAMILY DENTAL,,1347 LARPENTEUR AVE W,FALCON HEIGHTS,MN,55113,651-699-5600,"Dentist, General Practice",2023-10-05,44.991892910372,-93.157149138974
nppes,1841452398,"HARBOR PLACE DENTAL ASSOCIATES, LTD",,"470 HIGHWAY 96 W, SUITE 200",SHOREVIEW,MN,55126,651-484-9229,"Dentist, General Practice",2008-06-26,45.079235774124,-93.121102803605
nppes,1609491695,HEATHER ROBINSON DDS PA,MIDWEST DENTAL ANESTHESIA SERVICES,4227 ARBOR BAY,WOODBURY,MN,55129,651-788-8666,"Dentist, Dentist Anesthesiologist Speciality",2023-12-12,44.886636919232,-92.956900411358
nppes,1407309784,HENSELER ORTHODONTICS,,"1000 RADIO DR, SUITE 220",WOODBURY,MN,55125,651-739-1555,"Dentist, Orthodontics and Dentofacial Orthopedics",2016-08-03,44.934799276012,-92.934221844406
nppes,1417447210,HIBERNATION SLEEP MN LLC,,2233 ENERGY PARK DR STE 400,SAINT PAUL,MN,55108,651-888-4680,"Durable Medical Equipment & Medical Supplies, Customized Equipment",2024-08-14,44.974432025283,-93.195438573362
nppes,1417447210-pl1,HIBERNATION SLEEP MN LLC,,2278 COMO AVE,SAINT PAUL,MN,55108,651-888-4680,"Durable Medical Equipment & Medical Supplies, Customized Equipment",2024-08-14,44.98181136872,-93.19517667212
nppes,1316050842,HIGHGROVE DENTAL CARE APC,,670 S CLEVELAND AVE,SAINT PAUL,MN,55116,651-698-3828,Dentist,2020-08-22,44.921279355618,-93.187292329413
nppes,1235366808,"HILLTOP DENTAL, PA",,50 COUNTY ROAD B E,SAINT PAUL,MN,55117,651-490-1200,Dentist,2019-06-11,45.006218514676,-93.098876274736
nppes,1235366808-pl1,"HILLTOP DENTAL, PA",,2381 RICE ST,SAINT PAUL,MN,55113,651-235-6604,Dentist,2019-06-11,45.012947339585,-93.106072561122
nppes,1184732620,HOGLUND WALLIN DENTISTRY PARTNERSHIP,,1270 COPE AVE E,MAPLEWOOD,MN,55109,651-482-8332,Dentist,2020-08-22,45.010334219998,-93.046499454729
nppes,1326023474,INFINITY DENTAL CARE,ASPEN DENTAL CARE ALLIANCE DENTAL,"101 5TH ST E, STE 299",SAINT PAUL,MN,55101,651-224-7470,"Dentist, General Practice",2020-08-22,44.946923510906,-93.092001937572
nppes,1114360492,INSIDE EDGE DENTAL PLLC,EAST DENTAL,1346 PAYNE AVE,SAINT PAUL,MN,55130,651-774-6085,"Dentist, General Practice",2017-02-02,44.981830933336,-93.073504683855
nppes,1568481760,JAMES C. E. ANDREA AND LYNNETTE K. E. ANDREA,VADNAIS HEIGHTS FAMILY DENTISTRY,1230 COUNTY ROAD E E,SAINT PAUL,MN,55110,651-482-0180,"Dentist, General Practice",2020-08-22,45.050260756984,-93.04848319402
nppes,1275628331,"JAMES M. ERLANDSON, DDS, PA",,2185 WOODLANE DR,WOODBURY,MN,55125,651-731-1560,"Dentist, General Practice",2020-08-22,44.916917538609,-92.965646362074
nppes,1245250596,JAVAN DENTAL INC.,EAGLE VALLEY DENTAL,"683 BIELENBERG DR, SUITE 205",WOODBURY,MN,55125,651-200-4747,Dentist,2017-02-07,44.938931489517,-92.954101185342
nppes,1437275039,JENSEN & JENSEN DDS PA,,2480 WHITE BEAR AVE N STE 201,MAPLEWOOD,MN,55109,651-770-3014,"Dentist, Periodontics",2020-08-22,45.015641112827,-93.019788027845
nppes,1275667792,JOSEPH E SCHARA FAMILY DENTISTRY INC.,,"408 SAINT PETER ST, SUITE 412",SAINT PAUL,MN,55102,651-224-2011,"Dentist, General Practice",2020-08-22,44.946291671529,-93.096650935634
nppes,1487224754,KEVIN HOLLY DDS PLLC,,520 HIGHWAY 96 W STE 400,SHOREVIEW,MN,55126,651-482-7564,"Dentist, General Practice",2021-06-29,45.079266890708,-93.123641699497
nppes,1114634086,KEY FAMILY DENTAL CENTER PLLC,,"1099 HELMO AVE. N., SUITE 200",OAKDALE,MN,55128,651-770-9174,"Dentist, General Practice",2022-11-01,44.965939221158,-92.954863574696
nppes,1376687103,KILLIAN & MILNAR DENTISTRY PLLC,ARDEN DENTAL ASSOCIATES,"11806 ABERDEEN ST NE, SUITE 150",BLAINE,MN,55449,763-786-1545,"Dentist, General Practice",2020-08-22,45.184580048853,-93.232898964801
nppes,1952418311,KUBES DENTAL CARE,DAVID T KUBES DDS AND ASSOCIATES PA,"91 NO SNELLING AVE, SUITE 120",ST PAUL,MN,55104,651-644-9000,"Dentist, General Practice",2008-07-16,44.944286785111,-93.16708331925
nppes,1245393230,"LAKES ORTHODONTIC ASSOCIATES, P.A.",,1668 COPE AVE E,MAPLEWOOD,MN,55109,651-777-7300,"Dentist, Orthodontics and Dentofacial Orthopedics",2020-08-22,45.00997014914,-93.031107217724
nppes,1669585154,LAKESHORE FAMILY DENTISTRY PA,"A.K.A. KENYON, WRIGHT & KRON DDS PA",4706 BANNING AVE,WHITE BEAR LAKE,MN,55110,651-429-3348,"Dentist, General Practice",2008-08-07,45.083638469312,-93.007552898596
nppes,1841331642,"LEROY M. HIPP, D.D.S.",,"405 SIBLEY ST, SUITE 240",SAINT PAUL,MN,55101,651-224-9300,"Dentist, General Practice",2008-09-25,44.949585715568,-93.089070573835
nppes,1699838011,LEXINGTON DENTAL,,"1790 LEXINGTON AVE N, SUITE B",ROSEVILLE,MN,55113,651-488-5557,"Dentist, General Practice",2020-08-22,44.995446723628,-93.146343729903
nppes,1952446338,LINDAHL FAMILY DENTAL PA,,"1811 WEIR DR, SUITE #265",WOODBURY,MN,55125,651-702-4200,Dentist,2020-08-22,44.923660001969,-92.973272086091
nppes,1508132663,LINH TRAN DDS LLC,QUALITY DENTISTRY,1736 COPE AVE E STE 2,MAPLEWOOD,MN,55109,651-315-8868,"Dentist, General Practice",2012-03-22,45.009957186951,-93.027032194506
nppes,1689355331,"LITTLE CANADA DENTAL OFFICE, ALI R SALMANPOUR DDS, PA",,188 LITTLE CANADA ROAD E,LITTLE CANADA,MN,55117,651-484-7725,"Dentist, General Practice",2023-07-26,45.023664747857,-93.092822072565
nppes,1134574163,LONG LAKE FAMILY DENISTRY,,991 9TH AVE NW,NEW BRIGHTON,MN,55112,651-633-1311,"Dentist, General Practice",2016-04-27,45.064482451135,-93.199372494925
nppes,1073610259,"LUBOMIR SERAFIMOV DDS , P.A.",,250 WENTWORTH AVE E,WEST SAINT PAUL,MN,55118,651-455-1601,Dentist,2020-08-22,44.897943101101,-93.073480364274
nppes,1841462652,MAHTOMEDI DENTAL CLINIC,NORTH ST. PAUL DENTAL,"814 MAHTOMEDI AVE, MAHTOMEDI DENTAL",MAHTOMEDI,MN,55115,651-426-0011,"Dentist, General Practice",2008-07-18,45.064933380417,-92.957586644257
nppes,1326284597,MAHTOMEDI DENTAL CLINIC,,814 MAHTOMEDI AVE,MAHTOMEDI,MN,55115,651-426-0011,"Dentist, General Practice",2008-12-18,45.064933380417,-92.957586644257
nppes,1720415896,MAHTOMEDI FAMILY DENTAL,,814 MAHTOMEDI AVE,MAHTOMEDI,MN,55115,651-426-0011,"Dentist, General Practice",2013-10-03,45.064933380417,-92.957586644257
nppes,1033170857,MAIN STREET FAMILY DENTAL CARE P.A.,,"411 MAIN ST, SUITE 308",SAINT PAUL,MN,55102,651-227-6561,"Dentist, General Practice",2020-08-22,44.946596923199,-93.102420787094
nppes,1902234743,MANITOU DENTAL CARE LTD,,2189 3RD ST,WHITE BEAR LAKE,MN,55110,651-429-9221,Dentist,2013-10-14,45.084380359659,-93.008519974994
nppes,1619065539,MAPLEWOOD DENTAL ASSOCIATES PA,,1736 EAST COPE AVE,MAPLEWOOD,MN,55109,651-770-3831,Dentist,2020-08-22,45.009957186951,-93.027032194506
nppes,1437496098,MAPLEWOOD PEDIATRIC DENTISTRY PLLC,,1915 COUNTY ROAD D E,MAPLEWOOD,MN,55109,651-779-9002,Dentist,2016-06-09,45.035843005714,-93.021389901257
nppes,1417825563,MARC MONTGOMERY DDS PA,,8380 CITY CENTRE DR STE 120,WOODBURY,MN,55125,651-714-1642,"Dentist, General Practice",2025-10-29,44.921234590935,-92.936084908226
nppes,1194693259,MARC MONTGOMERY DDS PA,MONTGOMERY DENTAL CARE,8380 CITY CENTRE DR STE 130,WOODBURY,MN,55125,651-738-1880,Dentist,2025-10-29,44.921234590935,-92.936084908226
nppes,1407701253,MARC MONTGOMERY DENTAL GPS PLLC,MONTGOMERY WOLKEN DENTAL CARE,8380 CITY CENTRE DR STE 120,WOODBURY,MN,55125,651-714-1642,"Dentist, General Practice",2026-02-26,44.921234590935,-92.936084908226
nppes,1841317732,"MARK I. MALTERUD, D.D.S., P.A.",,770 MOUNT CURVE BLVD,SAINT PAUL,MN,55116,651-699-2822,"Dentist, General Practice",2020-08-22,44.918660586685,-93.195408597861
nppes,1184899106,MENDES FAMILY DENTISTRY,,550 SNELLING AVE S,SAINT PAUL,MN,55116,651-699-0404,"Dentist, General Practice",2008-04-30,44.924803231534,-93.166945248628
nppes,1760667091,MENDOTA DENTAL ASSOCIATES,,"720 MAIN ST, SUITE 213",MENDOTA HEIGHTS,MN,55118,651-454-1502,Dentist,2008-01-06,44.884837937008,-93.120852684863
nppes,1225425309,"MENON PERIODONTICS AND IMPLANTS, LLC",,"1880 LIVINGSTON AVE, SUITE # 101",WEST SAINT PAUL,MN,55118,651-646-1318,"Dentist, Periodontics",2015-04-16,44.888896381003,-93.083035949125
nppes,1033451349,METROPOLITAN ENDODONTICS LTD.,,"8401 SEASONS PKWY, SUITE 400",WOODBURY,MN,55125,651-735-6334,"Dentist, Endodontics",2013-03-25,44.936114432552,-92.937478548607
nppes,1831509827,METROPOLITAN STATE UNIVERSITY,MERTOPOLITAN STATE UNIVERSITY DENTAL CLINIC,"1670 BEAM AVE, #203",MAPLEWOOD,MN,55109,651-621-8840,"Dentist, General Practice",2014-04-30,45.027973239535,-93.02972387341
nppes,1942470539,"MICHAEL A. KURKOWSKI, PA",,3500 RICE ST,SAINT PAUL,MN,55126,651-484-5331,"Dentist, General Practice",2008-03-10,45.047064702822,-93.10622009868
nppes,1205957776,"MIDWEST ENDODONTICS, P.A.",,"6949 VALLEY CREEK RD, #130",WOODBURY,MN,55125,651-731-1630,"Dentist, Endodontics",2020-08-22,44.925352238597,-92.967160242335
nppes,1104193762,MINNEAPOLIS-ST.PAUL ENDODONTICS,,10150 CITY WALK DR STE C,WOODBURY,MN,55129,651-714-7111,"Dentist, Endodontics",2011-11-28,44.943693767693,-92.900986297318
nppes,1285757864,"MINNESOTA CRANIOFACIAL CENTER MIDWAY, P.A.",,"2550 UNIVERSITY AVE W, SUITE 143N",SAINT PAUL,MN,55114,651-642-1013,Dentist,2013-09-26,44.965930696098,-93.202757522283
nppes,1154926939,"MINNESOTA DENTAL PROFESSIONALS, P.C.",MOSAIC DENTAL-APPLE VALLEY,14050 PILOT KNOB RD STE 108,APPLE VALLEY,MN,55124,952-423-4414,"Dentist, General Practice",2020-12-01,44.745382778837,-93.176730805704
nppes,1114522992,"MINNESOTA DENTAL PROFESSIONALS, P.C.",MOSAIC DENTAL-EAGAN,4555 ERIN DR STE 180,EAGAN,MN,55122,651-681-9044,"Dentist, General Practice",2020-12-01,44.79251967057,-93.220292894682
nppes,1174294995,"MINNESOTA DENTAL PROFESSIONALS, P.C.",APPLE VALLEY FAMILY DENTISTRY,7493 147TH ST W STE 100,APPLE VALLEY,MN,55124,952-432-7145,"Dentist, General Practice",2021-09-22,44.735212864961,-93.217552602881
nppes,1326640889,"MINNESOTA DENTAL PROFESSIONALS, P.C.",CITY'S EDGE DENTAL CARE,4021 BENJAMIN DR,WOODBURY,MN,55129,651-377-1066,"Dentist, General Practice",2021-01-15,44.890525624189,-92.951686960338
nppes,1710854369,"MINNESOTA HEAD AND NECK PAIN CLINIC, PA",,9950 VALLEY CREEK RD STE 100,WOODBURY,MN,55125,763-577-2484,"Dentist, Orofacial Pain",2026-08-18,44.919971695746,-92.904456752309
nppes,1508300252,"MINNESOTA PERIODONTAL ASSOCIATES, PA","ROGER G. ETTEL DDS AND ASSOCIATES, PA","4801 HWY 61 N., SUITE 300",WHITE BEAR LAKE,MN,55110,651-429-2299,"Dentist, Periodontics",2016-12-22,45.083388512349,-93.011651754177
nppes,1407536196,MNPL02 PLLC,,1099 HELMO AVE N STE 110,OAKDALE,MN,55128,651-372-3300,Dentist,2023-07-19,44.965939221158,-92.954863574696
nppes,1780236539,MODERN CARE ENDODONTICS OF APPLE VALLEY,,15160 FOLIAGE AVE STE 100,APPLE VALLEY,MN,55124,952-920-4400,"Dentist, Endodontics",2019-07-11,44.729593621915,-93.202296046423
nppes,1487940284,MODERN DENTAL PROFESSIONALS MINNESOTA PC,MIDWEST DENTAL,2059 ROBERT ST S,WEST SAINT PAUL,MN,55118,651-457-9633,"Dentist, General Practice",2011-06-21,44.884694764353,-93.080659361433
nppes,1255639696,MODERN DENTAL PROFESSIONALS MINNESOTA PC,MIDWEST DENTAL,"1121 TOWN CENTRE DR, #200",EAGAN,MN,55123,651-454-4771,"Dentist, General Practice",2011-03-09,44.831375311761,-93.148309031345
nppes,1295238178,MODERN DENTAL PROFESSIONALS MINNESOTA PC,MIDWEST DENTAL - WHITE BEAR LAKE,4520 CENTERVILLE RD,SAINT PAUL,MN,55127,651-426-4799,"Dentist, General Practice",2018-03-16,45.077657663414,-93.056049180389
nppes,1881877553,MODERN DENTAL PROFESSIONALS MN PC,MIDWEST DENTAL,"2355 ARIEL ST N, SUITE A",MAPLEWOOD,MN,55109,651-770-0428,Dentist,2007-12-17,45.013106228252,-93.015174850023
nppes,1235509084,MODERN DENTAL PROFESSIONALS MN PC,MIDWEST DENTAL,"15594 PILOT KNOB RD, SUITE 100",APPLE VALLEY,MN,55124,651-419-3840,"Dentist, General Practice",2015-10-05,44.722977995994,-93.176768327505
nppes,1861718173,MODERN DENTAL PROFESSIONALS MN PC,MIDWEST DENTAL,"200 VILLAGE CENTER DR, SUITE 400",NORTH OAKS,MN,55127,651-631-2133,Dentist,2010-04-12,,
nppes,1710357520,"MODERN DENTAL PROFESSIONALS, MN PC",MIDWEST DENTAL,"1625 LENA CT, SUITE 100",EAGAN,MN,55122,651-452-4111,"Dentist, General Practice",2015-10-06,44.803666507139,-93.183556697642
nppes,1205069358,MOUNDS VIEW FAMILY DENTAL,,5366 EDGEWOOD DR.,MOUNDS VIEW,MN,55112,347-481-6796,Dentist,2009-08-24,,
nppes,1740444827,"MYRON HENRICKSON, DDS PA",HENRICKSON DENTAL,"1560 BEAM AVE, SUITE 2",MAPLEWOOD,MN,55109,651-777-8900,Dentist,2008-07-17,45.027991035255,-93.033535738328
nppes,1497991798,NORTH ST. PAUL DENTAL,,2082 11TH AVE E,NORTH ST PAUL,MN,55109,651-770-6260,"Dentist, General Practice",2008-12-17,45.015286272786,-93.011904408636
nppes,1043435951,"NORTHEAST DENTAL, P.A.",,4520 CENTERVILLE RD,SAINT PAUL,MN,55127,651-426-4799,"Dentist, General Practice",2020-08-22,45.077657663414,-93.056049180389
nppes,1770730954,NORTHLAND DENTAL PARTNERS,METRO DENTALCARE,1905 PLAZA DR,EAGAN,MN,55122,651-686-6678,"Dentist, General Practice",2008-08-19,44.787258393019,-93.202481508738
nppes,1881841021,NORTHLAND DENTAL PARTNERS PLLC,METRO DENTALCARE,4670 PARK NICOLLET AVE SE,PRIOR LAKE,MN,55372,952-447-7606,"Dentist, General Practice",2008-08-19,,
nppes,1073261418,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE MAPLEWOOD,1866 BEAM AVE,SAINT PAUL,MN,55109,651-774-7144,"Dentist, General Practice",2022-03-15,45.027971161209,-93.021920586057
nppes,1780866962,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE,"3030 CENTRE POINTE DR, SUITE 100",ROSEVILLE,MN,55113,651-286-8100,"Dentist, General Practice",2009-04-14,45.031949045551,-93.189306355907
nppes,1659528891,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE APPLE VALLEY CEDAR|METRO DENTALCARE,14990 GLAZIER AVE,APPLE VALLEY,MN,55124,952-431-5114,"Dentist, General Practice",2025-10-29,44.732698041498,-93.214451863573
nppes,1225771959,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE WEST ST. PAUL,2036 ROBERT ST S,WEST ST PAUL,MN,55118,651-457-5762,"Dentist, General Practice",2022-04-20,44.885351843876,-93.080494860588
nppes,1619625043,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE EAGAN,1965 CLIFF LAKE RD STE 102,EAGAN,MN,55122,651-452-4828,"Dentist, General Practice",2022-03-15,44.792591515435,-93.20693847233
nppes,1043960776,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE ROSEVILLE,2690 SNELLING AVE N STE 200,ROSEVILLE,MN,55113,651-633-1834,"Dentist, General Practice",2022-03-25,45.023096052756,-93.166800794742
nppes,1215673868,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE APPLE VALLEY FLORENCE TRAIL,14929 FLORENCE TRL,APPLE VALLEY,MN,55124,952-432-7366,"Dentist, General Practice",2022-05-06,44.732922547801,-93.202464468397
nppes,1891443263,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE WOODBURY,429 COMMERCE DR STE 400,WOODBURY,MN,55125,651-731-2342,"Dentist, General Practice",2022-03-15,,
nppes,1730837105,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE ST. PAUL MIDWAY,1375 SAINT ANTHONY AVE,SAINT PAUL,MN,55104,651-645-4671,"Dentist, General Practice",2022-03-15,44.952265168664,-93.158787259198
nppes,1225031156,"NORTHVIEW DENTAL, P.A.",NORTHVIEW DENTAL,4700 LEXINGTON AVE N,SHOREVIEW,MN,55126,651-483-1858,"Dentist, General Practice",2022-07-21,45.082384438362,-93.147272276115
nppes,1194847657,"OAKWOOD DENTAL GROUP, LTD",,4100 BELLAIRE AVE,WHITE BEAR LAKE,MN,55110,651-426-0038,"Dentist, General Practice",2020-08-22,45.06475429177,-92.994904849739
nppes,1609990175,OCG LTD,ORTHODONTIC CARE SPECIALISTS,8600 NICOLLET AVE S,BLOOMINGTON,MN,55420,952-888-8640,"Dentist, Orthodontics and Dentofacial Orthopedics",2022-07-21,44.847881872495,-93.278493009994
nppes,1790809267,OCG LTD,ORTHODONTIC CARE SPECIALISTS,16570 W 78TH ST,EDEN PRAIRIE,MN,55346,952-937-8733,"Dentist, Orthodontics and Dentofacial Orthopedics",2022-07-21,44.86284793963,-93.487666647763
