source,record_id,name,other_names,address,city,state,postal_code,phone,latitude,longitude
osm,way/918683583,Pilot Knob Dental Care,,,,MN,,,44.7152458,-93.1761841
osm,way/958658188,Mill City Dental,,2218 Laurel Avenue West,Minneapolis,MN,55405,+16123773740,44.9737109,-93.30934
osm,way/966541039,All Care Dentistry,,4221 Minnetonka Boulevard,Saint Louis Park,MN,55416,+19529249198,44.9480659,-93.3335179
osm,way/974484284,Excel Dentistry,,8001 State Highway 7 Service Road,Saint Louis Park,MN,55426,,44.9355585,-93.3812219
osm,way/976791070,Roscher Dental Group,,1590 Hastings Avenue,Newport,MN,55055,,44.8729104,-92.9990879
osm,way/993142838,Rhode Island Dental,,3645 Rhode Island Avenue South,Saint Louis Park,MN,55426,,44.9371194,-93.3779632
osm,way/1000596278,Distinctive Dentistry,,7921 Minnetonka Boulevard,Saint Louis Park,MN,55426,,44.9491606,-93.3805782
osm,way/1021270932,The Dental Specialists Orthodontics,,1150 Hazeltine Boulevard,Chaska,MN,55318,,44.8329683,-93.6015125
osm,way/1039199196,Brooklyn Blvd. Dental,,5831 Brooklyn Boulevard,Brooklyn Center,MN,55429,+1-763-533-8669,45.0614191,-93.3256555
osm,way/1119682675,Summit Dental,,,,MN,,,44.7305712,-93.1370302
osm,way/1163631265,Arnold Orthodontics,,10920 175th Court West,Lakeville,MN,55044,,44.6949829,-93.2867188
osm,way/1170470513,44th Street Dental,,3925 West 44th Street,Edina,MN,55424,,44.9221429,-93.3306567
osm,way/1202670640,Ramsey Dental Center,,15243 Nowthen Boulevard Northwest,Ramsey,MN,55303,,45.2478174,-93.4151323
osm,way/1220338509,Robbinsdale Dental Care,,3920 West Broadway Avenue,Robbinsdale,MN,55422,+1-763-535-5555,45.026752,-93.33345
osm,way/1220408471,The Dental Suite,,4930 42nd Avenue North,Robbinsdale,MN,55422,+1-763-537-4531,45.0315964,-93.3427373
osm,way/1223321522,Sween Dental,,,,MN,,,45.0201429,-93.3385371
osm,way/1236974632,Crystal Lake Dental Care,,3925 37th Avenue North,Robbinsdale,MN,55422,+1-763-588-8426,45.022343,-93.329394
osm,way/1257036315,Riverside Valley Dental Care,,8350 Hansen Avenue,Shakopee,MN,55379,,44.777056,-93.4118676
osm,way/1310687224,Jordan Family Dental,,,,MN,,,44.6669627,-93.6394689
osm,way/1462838098,Dental Health of Maplewood,,1270 Cope Avenue East,Maplewood,MN,55109,,45.0103474,-93.0471415
osm,way/1464496015,Dental Associates of Savage - Children's,,14393 Highway 13 South,Savage,MN,55378,+19523337344,44.7424056,-93.3770306
osm,way/1474171336,Dental Associates of St Paul,,1790 7th Street East,Saint Paul,MN,55106,+1 651 735 0595,44.9665353,-93.024975
osm,way/1558640450,Brush Dental Studio,,8800 Partridge Road,Saint Bonifacius,MN,55375,+19523008028,44.8984662,-93.7482237
