pair_key,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1104249259|nppes:1538220207,nppes,1104249259,CAMPODONICO FAMILY & COSMETIC DENTISTRY PC,ARDEN DENTAL ASSOCIATES,"11806 ABERDEEN ST NE, SUITE 150",55449,763-786-1545,nppes,1538220207,ABERDEEN DENTAL ASSOCIATES,,"11800 ABERDEEN ST NE, SUITE 110",55449,763-786-4280,16
nppes:1720697808|nppes:1952287146,nppes,1720697808,RUSSOMANNO KEANE DDS PA,BLUEJAY FAMILY DENTISTRY,1975 11TH AVE E,55109,651-770-2900,nppes,1952287146,BLUE JAY FAMILY DENTISTRY PLLC,,1975 11TH AVE E,55109,507-696-3303,0
nppes:1639815434|nppes:1679673867,nppes,1639815434,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS RICHFIELD,6602 LYNDALE AVE S STE 230A,55423,612-869-8834,nppes,1679673867,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE RICHFIELD,6601 LYNDALE AVE S STE 220A,55423,612-866-1234,13
nppes:1851772362|nppes:1932256344,nppes,1851772362,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,nppes,1932256344,"PDG,P.A.",PARK DENTAL,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,0
nppes:1194474593|nppes:1558010967,nppes,1194474593,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE ST. PAUL MIDWAY - PERIODONTICS,1375 SAINT ANTHONY AVE,55104,651-645-4671,nppes,1558010967,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE ST. PAUL MIDWAY - ORAL SURGERY,1375 SAINT ANTHONY AVE,55104,651-286-8153,0
nppes:1043355225|nppes:1720413263,nppes,1043355225,MICHAEL J HARRISON DDS PA,,"1421 EAST WAYZATA BLVD, SUITE 320",55391,952-475-2907,nppes,1720413263,EXCEL DENTISTRY PLLC,,"1421 WAYZATA BLVD, SUITE 320",55391,952-475-2907,0
nppes:1194667436|nppes:1568189520,nppes,1194667436,OSSEO DENTAL STUDIO PLLC,,100 CENTRAL AVE,55369,763-425-8200,nppes,1568189520,JOHN F. ENGLUND DDS PA,,100 CENTRAL AVE,55369,763-425-8200,0
nppes:1598865651|nppes:1720188998,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,nppes,1720188998,"METRO DENTALCARE, PLC",,"6601 LYNDALE AVE S, SUITE 220",55423,612-861-9123,0
nppes:1255044723|nppes:1336683036,nppes,1255044723,KYLE NOVOTNY DDS PLLC,LEGACY DENTAL CARE,12265 CENTRAL AVE NE,55434,763-757-1323,nppes,1336683036,LEGACY DENTAL CARE LLC,,12265 CENTRAL AVE NE,55434,763-757-1323,0
nppes:1366928426|nppes:1619938057,nppes,1366928426,CREEKSIDE FAMILY DENTAL PLLC,"GIEBENHAIN DENTAL ASSOCIATES, P.A.","GIEBENHAIN DENTAL ASSOCIATES, P.A., 5851 DULUTH STREET # 103",55422,763-545-0330,nppes,1619938057,GIEBENHAIN DENTAL ASSOCIATES PA,,"5851 DULUTH STREET, SUITE #103",55422,763-545-0330,
nppes:1194474593|nppes:1730837105,nppes,1194474593,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE ST. PAUL MIDWAY - PERIODONTICS,1375 SAINT ANTHONY AVE,55104,651-645-4671,nppes,1730837105,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE ST. PAUL MIDWAY,1375 SAINT ANTHONY AVE,55104,651-645-4671,0
nppes:1063512234|nppes:1639815434,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1639815434,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS RICHFIELD,6602 LYNDALE AVE S STE 230A,55423,612-869-8834,13
nppes:1710052691|nppes:1932399557,nppes,1710052691,THOMAS W. ANDERSON,,11237 FOLEY BLVD. NW,55448,763-757-3120,nppes,1932399557,"ROGER E AUSTIN, DDS, PA",FOLEY DENTAL CLINIC,11237 FOLEY BLVD NW,55448,763-757-3120,0
nppes:1144717299|nppes:1619781770,nppes,1144717299,"GREAT ODENS, LLC",RIVERBEND FAMILY DENTAL,241 CLEVELAND AVE S STE D,55105,651-699-3212,nppes,1619781770,RIVERBEND FAMILY DENTAL,,241 CLEVELAND AVE S STE D1,55105,651-699-3212,0
nppes:1538220207|nppes:1952997421,nppes,1538220207,ABERDEEN DENTAL ASSOCIATES,,"11800 ABERDEEN ST NE, SUITE 110",55449,763-786-4280,nppes,1952997421,"NODLANDMONDRY, P.L.L.C.",ABERDEEN DENTAL ASSOCIATES,11800 ABERDEEN ST NE STE 110,55449,402-560-8346,0
nppes:1104569839|nppes:1801043096,nppes,1104569839,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS ST LOUIS PARK,4959 EXCELSIOR BLVD STE 200,55416,952-920-8774,nppes,1801043096,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE ST. LOUIS PARK,4959 EXCELSIOR BLVD STE 200,55416,952-920-8774,0
nppes:1194693259|nppes:1407701253,nppes,1194693259,MARC MONTGOMERY DDS PA,MONTGOMERY DENTAL CARE,8380 CITY CENTRE DR STE 130,55125,651-738-1880,nppes,1407701253,MARC MONTGOMERY DENTAL GPS PLLC,MONTGOMERY WOLKEN DENTAL CARE,8380 CITY CENTRE DR STE 120,55125,651-714-1642,0
nppes:1235564725|nppes:1619959426,nppes,1235564725,DENTISTRY BY DESIGN,,"17809 HUTCHINS DR, 108",55345,952-474-5041,nppes,1619959426,DR JAMES R SCHWARTZ DDS PA,,"17809 HUTCHINS DR, SUITE 108",55345,952-474-5041,0
nppes:1023664935|nppes:1255974325-pl4,nppes,1023664935,"ESTEE WANG, DMD MS, PLLC",LAKES ORTHODONTICS,1668 COPE AVE E,55109,651-777-7300,nppes,1255974325-pl4,SMILE DOCTORS OF MINNESOTA PC,,1668 COPE AVE E,55109,651-777-7300,0
nppes:1396690863|nppes:1629150008,nppes,1396690863,WEST END DENTAL PLLC,,1660 HIGHWAY 100 S STE 122,55416,952-544-4129,nppes,1629150008,NANCY A NORLING DDS PA,,1660 HIGHWAY 100 S STE 122,55416,952-544-4129,
nppes:1528997830|nppes:1639398886,nppes,1528997830,LINDSAY BEVIS PLLC,,425 2ND ST,55331,952-474-6133,nppes,1639398886,"TOWN DENTAL, PA",,425 2ND ST,55331,952-474-6133,0
nppes:1053685586|nppes:1932256344,nppes,1053685586,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,nppes,1932256344,"PDG,P.A.",PARK DENTAL,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,0
nppes:1235583832|nppes:1851471460,nppes,1235583832,"LE M. HO, D.D.S., P.A.",ROSEMOUNT FAMILY DENTISTRY,14590 S ROBERT TRL,55068,651-423-3993,nppes,1851471460,ROSEMOUNT FAMILY DENTISTRY PA,,14590 SOUTH ROBERT TRAIL,55068,651-423-3993,0
nppes:1588094171|nppes:1891442174-pl1,nppes,1588094171,ROSSODONTICS DENTAL SLEEP MEDICINE,,368 LAKE ST S STE 101,55025,651-464-6988,nppes,1891442174-pl1,"GREAT RIVER ORTHODONTIC SPECIALISTS, SC",ROSS ORTHODONTICS,368 LAKE ST S STE 101,55025,651-464-6988,0
nppes:1578505152-pl2|nppes:1619496700,nppes,1578505152-pl2,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,nppes,1619496700,ROGERS MINNESOTA ORTHODONTICS PLLC,ROGERS MINNESOTA ORTHODONTICS,13690 ROGERS DR STE 100,55374,651-450-7273,
nppes:1194939041|nppes:1538225677,nppes,1194939041,BASILE ORTHODONTICS PA,MINNETONKA LAKE ORTHODONTICS,"17809 HUTCHINS DRIVE, SUITE 101",55345,952-474-3203,nppes,1538225677,"GARY L. CARLSON, D.D.S., P.A.",,"17809 HUTCHINS DR, STE 101",55345,952-474-3203,0
nppes:1316035595|nppes:1336430149,nppes,1316035595,"BRUCE K.A. DORMANEN, P.A.",,2150 3RD AVE STE 200,55303,763-421-9292,nppes,1336430149,"GROUP HEALTH PLAN, INC",THREE RIVERS ORTHODONTICS,"2150 THIRD AVENUE, SUITE 200",55303,763-421-9292,0
nppes:1487303889|nppes:1598413239,nppes,1487303889,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - PERIODONTICS,15785 95TH AVE N,55369,763-233-4141,nppes,1598413239,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - ENDODONTICS,15785 95TH AVE N,55369,763-233-4140,0
nppes:1518054766|nppes:1649782756,nppes,1518054766,"D.S. KILLIAN & F.J. MILNAR JR., DDS PA",,120 SNELLING AVE N,55104,651-645-6111,nppes,1649782756,FRANCO & ASSOCIATES FAMILY AND COSMETIC DENTISTRY,,120 SNELLING AVE N,55104,651-645-6111,0
nppes:1003245333|nppes:1306338553,nppes,1003245333,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,1109 MOORE LAKE DR E,55432,763-571-9990,nppes,1306338553,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS-ORTHODONTICS,1109 MOORE LAKE DR E,55432,763-572-2224,0
nppes:1235008343|nppes:1396914685,nppes,1235008343,ST. LOUIS PARK DENTAL PLLC,,"8001 MN-7, SUITE 300",55426,952-920-4060,nppes,1396914685,"MICHAEL J NELSON D.D.S., PA",,"8001 HIGHWAY 7, #300",55426,952-920-4060,0
nppes:1184046385|nppes:1275707580,nppes,1184046385,"MARK CHARLES WALLACE, DDS, PC",ADVANCED DENTAL GROUP,3909 SILVER LAKE RD NE,55421,612-789-3573,nppes,1275707580,ADVANCED DENTAL GROUP,,3909 SILVER LAKE RD NE,55421,612-789-3573,0
nppes:1154972909|nppes:1225229503,nppes,1154972909,"MINNESOTA DENTAL PROFESSIONALS, P.C.",RAMSEY DENTAL CENTER,15243 NOWTHEN BLVD NW,55303,763-421-2660,nppes,1225229503,"ROGER E AUSTIN, DDS, PA",RAMSEY DENTAL CENTER,15243 NOWTHEN BLVD NW,55303,763-421-2660,0
nppes:1508926841|nppes:1902812126,nppes,1508926841,WAYZATA ENDODONTICS PA,,"250 N CENTRAL AVE, SUITE 303",55391,952-476-0070,nppes,1902812126,"MICHAEL W. GLEYSTEEN, DDS, PA",WAYZATA ORTHODONTICS,250 CENTRAL AVE N # 113,55391,952-473-7037,0
nppes:1447350509|nppes:1679673867,nppes,1447350509,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS RICHFIELD,6601 LYNDALE AVE S STE 240,55423,612-861-9123,nppes,1679673867,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE RICHFIELD,6601 LYNDALE AVE S STE 220A,55423,612-866-1234,0
nppes:1124207899|nppes:1194053173,nppes,1124207899,"BRUCE A. BAKER, D.D.S., P.A.",,1405 78TH ST,55386,952-443-2994,nppes,1194053173,MODERN DENTAL PROFESSIONALS MINNESOTA PC,MIDWEST DENTAL,1405 78TH ST,55386,952-443-2994,0
nppes:1487302113|nppes:1487303889,nppes,1487302113,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE ENDODONTICS,15785 95TH AVE N,55369,763-233-4140,nppes,1487303889,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - PERIODONTICS,15785 95TH AVE N,55369,763-233-4141,0
nppes:1447350509|nppes:1720188998,nppes,1447350509,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS RICHFIELD,6601 LYNDALE AVE S STE 240,55423,612-861-9123,nppes,1720188998,"METRO DENTALCARE, PLC",,"6601 LYNDALE AVE S, SUITE 220",55423,612-861-9123,0
nppes:1225107998|nppes:1467112037,nppes,1225107998,BRUCE F FILSON DDS PA,FILSON GENTLE DENTISTRY,277 3RD ST N,55003,651-439-2352,nppes,1467112037,"NATHAN J. JENSEN, DMD, PLLC",FILSON GENTLE DENTISTRY,277 3RD ST N,55003,651-439-2352,0
nppes:1174797476|nppes:1821356502,nppes,1174797476,"JEFFREY H. MILLER, DDS.",,3345 DAKOTA AVE S,55416,952-929-9450,nppes,1821356502,"MODERN DENTAL PROFESSIONALS, MINNESOTA PC",MIDWEST DENTAL - ST. LOUIS PARK,3345 DAKOTA AVE S,55416,952-929-9450,0
