osm_key,nppes_key,osm_source,osm_record_id,osm_name,osm_other_names,osm_address,osm_postal_code,osm_phone,nppes_source,nppes_record_id,nppes_name,nppes_other_names,nppes_address,nppes_postal_code,nppes_phone,distance_m
osm:node/12138867368,nppes:1548926876,osm,node/12138867368,50th and France Dental Care,,,,,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,93
osm:node/12138867368,nppes:1578858643,osm,node/12138867368,50th and France Dental Care,,,,,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,130
osm:node/12138867368,nppes:1821199852,osm,node/12138867368,50th and France Dental Care,,,,,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,81
osm:node/12138867368,nppes:1962127464,osm,node/12138867368,50th and France Dental Care,,,,,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,81
osm:node/12138867368,nppes:1992706550,osm,node/12138867368,50th and France Dental Care,,,,,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,82
osm:node/12138867396,nppes:1083789929,osm,node/12138867396,Anderson Dentalcare,,,,,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,64
osm:node/12138867396,nppes:1194885491,osm,node/12138867396,Anderson Dentalcare,,,,,nppes,1194885491,"50TH AND FRANCE DENTAL CARE, P.A.",,"3939 W 50TH ST, SUITE 210",55424,952-922-5561,57
osm:node/12138867396,nppes:1447506571,osm,node/12138867396,Anderson Dentalcare,,,,,nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",55424,952-926-2335,57
osm:node/12138867396,nppes:1548926876,osm,node/12138867396,Anderson Dentalcare,,,,,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,65
osm:node/12138867396,nppes:1578858643,osm,node/12138867396,Anderson Dentalcare,,,,,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,101
osm:node/12138867396,nppes:1821199852,osm,node/12138867396,Anderson Dentalcare,,,,,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,57
osm:node/12138867396,nppes:1962127464,osm,node/12138867396,Anderson Dentalcare,,,,,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,57
osm:node/12138867396,nppes:1992706550,osm,node/12138867396,Anderson Dentalcare,,,,,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,64
osm:node/12139088878,nppes:1083789929,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,132
osm:node/12139088878,nppes:1194885491,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,nppes,1194885491,"50TH AND FRANCE DENTAL CARE, P.A.",,"3939 W 50TH ST, SUITE 210",55424,952-922-5561,145
osm:node/12139088878,nppes:1447506571,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",55424,952-926-2335,145
osm:node/12139088878,nppes:1548926876,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,158
osm:node/12139088878,nppes:1578858643,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,190
osm:node/12139088878,nppes:1821199852,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,145
osm:node/12139088878,nppes:1962127464,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,145
osm:node/12139088878,nppes:1992706550,osm,node/12139088878,Hälsa Edina Dental,,"3948 West 50th Street, Suite 205",55424,+1-952-922-8111,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,132
osm:node/12139088880,nppes:1083789929,osm,node/12139088880,Edina Dental Care,,,,,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,78
osm:node/12139088880,nppes:1194885491,osm,node/12139088880,Edina Dental Care,,,,,nppes,1194885491,"50TH AND FRANCE DENTAL CARE, P.A.",,"3939 W 50TH ST, SUITE 210",55424,952-922-5561,78
osm:node/12139088880,nppes:1447506571,osm,node/12139088880,Edina Dental Care,,,,,nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",55424,952-926-2335,78
osm:node/12139088880,nppes:1548926876,osm,node/12139088880,Edina Dental Care,,,,,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,90
osm:node/12139088880,nppes:1578858643,osm,node/12139088880,Edina Dental Care,,,,,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,128
osm:node/12139088880,nppes:1821199852,osm,node/12139088880,Edina Dental Care,,,,,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,78
osm:node/12139088880,nppes:1962127464,osm,node/12139088880,Edina Dental Care,,,,,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,78
osm:node/12139088880,nppes:1992706550,osm,node/12139088880,Edina Dental Care,,,,,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,78
osm:node/12139088881,nppes:1083789929,osm,node/12139088881,Edina Endodontics,,,,,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,74
osm:node/12139088881,nppes:1194885491,osm,node/12139088881,Edina Endodontics,,,,,nppes,1194885491,"50TH AND FRANCE DENTAL CARE, P.A.",,"3939 W 50TH ST, SUITE 210",55424,952-922-5561,73
osm:node/12139088881,nppes:1447506571,osm,node/12139088881,Edina Endodontics,,,,,nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",55424,952-926-2335,73
osm:node/12139088881,nppes:1548926876,osm,node/12139088881,Edina Endodontics,,,,,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,85
osm:node/12139088881,nppes:1578858643,osm,node/12139088881,Edina Endodontics,,,,,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,123
osm:node/12139088881,nppes:1821199852,osm,node/12139088881,Edina Endodontics,,,,,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,73
osm:node/12139088881,nppes:1962127464,osm,node/12139088881,Edina Endodontics,,,,,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,73
osm:node/12139088881,nppes:1992706550,osm,node/12139088881,Edina Endodontics,,,,,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,74
osm:node/12139088883,nppes:1083789929,osm,node/12139088883,Edina Orthodontics - 50th & France,,,,,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,74
osm:node/12139088883,nppes:1194885491,osm,node/12139088883,Edina Orthodontics - 50th & France,,,,,nppes,1194885491,"50TH AND FRANCE DENTAL CARE, P.A.",,"3939 W 50TH ST, SUITE 210",55424,952-922-5561,78
osm:node/12139088883,nppes:1447506571,osm,node/12139088883,Edina Orthodontics - 50th & France,,,,,nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",55424,952-926-2335,78
osm:node/12139088883,nppes:1548926876,osm,node/12139088883,Edina Orthodontics - 50th & France,,,,,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,91
osm:node/12139088883,nppes:1578858643,osm,node/12139088883,Edina Orthodontics - 50th & France,,,,,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,129
osm:node/12139088883,nppes:1821199852,osm,node/12139088883,Edina Orthodontics - 50th & France,,,,,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,78
osm:node/12139088883,nppes:1962127464,osm,node/12139088883,Edina Orthodontics - 50th & France,,,,,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,78
osm:node/12139088883,nppes:1992706550,osm,node/12139088883,Edina Orthodontics - 50th & France,,,,,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,74
osm:node/12139088886,nppes:1083789929,osm,node/12139088886,Englander Dental,,3801 West 50th Street,55410,,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,142
osm:node/12139088886,nppes:1194885491,osm,node/12139088886,Englander Dental,,3801 West 50th Street,55410,,nppes,1194885491,"50TH AND FRANCE DENTAL CARE, P.A.",,"3939 W 50TH ST, SUITE 210",55424,952-922-5561,131
osm:node/12139088886,nppes:1447506571,osm,node/12139088886,Englander Dental,,3801 West 50th Street,55410,,nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",55424,952-926-2335,131
osm:node/12139088886,nppes:1548926876,osm,node/12139088886,Englander Dental,,3801 West 50th Street,55410,,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,118
osm:node/12139088886,nppes:1578858643,osm,node/12139088886,Englander Dental,,3801 West 50th Street,55410,,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,83
osm:node/12139088886,nppes:1821199852,osm,node/12139088886,Englander Dental,,3801 West 50th Street,55410,,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,131
osm:node/12139088886,nppes:1962127464,osm,node/12139088886,Englander Dental,,3801 West 50th Street,55410,,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,131
osm:node/12139088886,nppes:1992706550,osm,node/12139088886,Englander Dental,,3801 West 50th Street,55410,,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,142
osm:node/12139116012,nppes:1083789929,osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",55424,+1-952-900-2077,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,140
osm:node/12139116012,nppes:1194885491,osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",55424,+1-952-900-2077,nppes,1194885491,"50TH AND FRANCE DENTAL CARE, P.A.",,"3939 W 50TH ST, SUITE 210",55424,952-922-5561,151
osm:node/12139116012,nppes:1447506571,osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",55424,+1-952-900-2077,nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",55424,952-926-2335,151
osm:node/12139116012,nppes:1548926876,osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",55424,+1-952-900-2077,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,165
osm:node/12139116012,nppes:1578858643,osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",55424,+1-952-900-2077,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,199
osm:node/12139116012,nppes:1821199852,osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",55424,+1-952-900-2077,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,151
osm:node/12139116012,nppes:1962127464,osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",55424,+1-952-900-2077,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,151
osm:node/12139116012,nppes:1992706550,osm,node/12139116012,"Heidi Brandenburg, DDS",,"3948 West 50th Street, Suite 201",55424,+1-952-900-2077,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,140
osm:node/12139116040,nppes:1083789929,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,nppes,1083789929,EDINA 5-O DENTAL PA,DREW F SPENCER DDS,"3948 W 50TH ST, SUITE 205",55424,952-922-8111,105
osm:node/12139116040,nppes:1194885491,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,nppes,1194885491,"50TH AND FRANCE DENTAL CARE, P.A.",,"3939 W 50TH ST, SUITE 210",55424,952-922-5561,110
osm:node/12139116040,nppes:1447506571,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,nppes,1447506571,GERALD D. CAVANAUGH & WILLIAM F. LILJEMARK,EDINA ORTHODONTIC ASSOCIATES,"3939 W. 50TH ST, SUITE #207",55424,952-926-2335,110
osm:node/12139116040,nppes:1548926876,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,nppes,1548926876,DR RICHARD J ANDERSON DDS PA,ANDERSON DENTALCARE,3925 W 50TH ST STE 104,55424,952-926-0284,103
osm:node/12139116040,nppes:1578858643,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,nppes,1578858643,"DAVID A. COOK, DDS, PA",SMILES AT FRANCE,"4999 FRANCE AVE S, SUITE 230",55410,612-824-7033,81
osm:node/12139116040,nppes:1821199852,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,nppes,1821199852,MICHAEL T KRATZ DDS PA,,"3939 W 50TH STREET, #208",55424,952-922-2214,110
osm:node/12139116040,nppes:1962127464,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,nppes,1962127464,EDINA ENDODONTICS PLLC,,"3939 WEST 50TH STREET, SUITE 201",55424,952-653-4500,110
osm:node/12139116040,nppes:1992706550,osm,node/12139116040,Smiles At France,,"4999 France Avenue South, 230",55410,,nppes,1992706550,HEIDI M BRANDENBURG DDS PA,,"3948 W 50TH ST, STE 201",55424,952-722-8787,105
osm:node/12167155731,nppes:1023681152,osm,node/12167155731,Mint Orthodontics,,,,,nppes,1023681152,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,650 COMMERCE DR STE 170,55125,651-738-3866,
osm:node/12167155731,nppes:1578505152-pl2,osm,node/12167155731,Mint Orthodontics,,,,,nppes,1578505152-pl2,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,
osm:node/12167155731,nppes:1578505152-pl4,osm,node/12167155731,Mint Orthodontics,,,,,nppes,1578505152-pl4,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,
osm:node/12167155731,nppes:1730271081,osm,node/12167155731,Mint Orthodontics,,,,,nppes,1730271081,"LHD, PLLC",LINDEN HILLS DENTISTRY,4289 SHERIDAN AVE S,55410,612-922-6164,43
osm:node/12188536946,nppes:1184829509,osm,node/12188536946,Bucca Dental,,,,,nppes,1184829509,LAKE STREET DENTAL,,1508 E LAKE ST,55407,612-724-1717,22
osm:node/12188536946,nppes:1861587842,osm,node/12188536946,Bucca Dental,,,,,nppes,1861587842,BLOOMINGTON LAKE DENTAL CLINIC PA,,3042 BLOOMINGTON AVE,55407,612-729-2393,115
osm:node/12272163248,nppes:1174600621,osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,55436,,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,218
osm:node/12272163248,nppes:1356586804,osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,55436,,nppes,1356586804,"STANLEY P. WILLIAMSON, D.D.S., P.A.",WILLIAMSON ORTHODONTICS,5101 VERNON AVE S STE 502,55436,952-926-3747,218
osm:node/12272163248,nppes:1396089298,osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,55436,,nppes,1396089298,PAN ORTHODONTIC CLINICS,,"5101 VERNON AVE S, SUITE 502",55436,952-926-3747,218
osm:node/12272163248,nppes:1437847654,osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,55436,,nppes,1437847654,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVE S, STE 1B",55436,952-920-9579,218
osm:node/12272163248,nppes:1760837041,osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,55436,,nppes,1760837041,FAMILY AND COSMETIC GENTLE DENTISTRY,FAMILY AND COSMETIC GENTLE DENTISTRY,5107 GUS YOUNG LN,55436,952-929-0641,54
osm:node/12272163248,nppes:1912303777,osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,55436,,nppes,1912303777,LICENSED DENTAL HYGIENE CARE,SENIOR MOBILE DENTAL MINNESOTA LTD,"5201 EDEN AVE, SUITE 50",55436,763-545-7545,261
osm:node/12272163248,nppes:1952399685,osm,node/12272163248,Gentle Dentistry,,5107 Gus Young Lane,55436,,nppes,1952399685,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD.",,5100 EDEN AVE STE 209,55436,952-929-0641,179
osm:node/12335479796,nppes:1023681152,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1023681152,"ORTHODONTIC PARTNERS OF MINNESOTA, PLLC",DUNN ORTHODONTICS,650 COMMERCE DR STE 170,55125,651-738-3866,
osm:node/12335479796,nppes:1174600621,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,49
osm:node/12335479796,nppes:1356586804,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1356586804,"STANLEY P. WILLIAMSON, D.D.S., P.A.",WILLIAMSON ORTHODONTICS,5101 VERNON AVE S STE 502,55436,952-926-3747,49
osm:node/12335479796,nppes:1396089298,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1396089298,PAN ORTHODONTIC CLINICS,,"5101 VERNON AVE S, SUITE 502",55436,952-926-3747,49
osm:node/12335479796,nppes:1437847654,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1437847654,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVE S, STE 1B",55436,952-920-9579,49
osm:node/12335479796,nppes:1578505152-pl2,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1578505152-pl2,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,
osm:node/12335479796,nppes:1578505152-pl4,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1578505152-pl4,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,
osm:node/12335479796,nppes:1760837041,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1760837041,FAMILY AND COSMETIC GENTLE DENTISTRY,FAMILY AND COSMETIC GENTLE DENTISTRY,5107 GUS YOUNG LN,55436,952-929-0641,210
osm:node/12335479796,nppes:1912303777,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1912303777,LICENSED DENTAL HYGIENE CARE,SENIOR MOBILE DENTAL MINNESOTA LTD,"5201 EDEN AVE, SUITE 50",55436,763-545-7545,202
osm:node/12335479796,nppes:1952399685,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,nppes,1952399685,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD.",,5100 EDEN AVE STE 209,55436,952-929-0641,248
osm:node/12335504029,nppes:1174600621,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,65
osm:node/12335504029,nppes:1356586804,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,nppes,1356586804,"STANLEY P. WILLIAMSON, D.D.S., P.A.",WILLIAMSON ORTHODONTICS,5101 VERNON AVE S STE 502,55436,952-926-3747,65
osm:node/12335504029,nppes:1396089298,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,nppes,1396089298,PAN ORTHODONTIC CLINICS,,"5101 VERNON AVE S, SUITE 502",55436,952-926-3747,65
osm:node/12335504029,nppes:1437847654,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,nppes,1437847654,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVE S, STE 1B",55436,952-920-9579,65
osm:node/12335504029,nppes:1760837041,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,nppes,1760837041,FAMILY AND COSMETIC GENTLE DENTISTRY,FAMILY AND COSMETIC GENTLE DENTISTRY,5107 GUS YOUNG LN,55436,952-929-0641,190
osm:node/12335504029,nppes:1912303777,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,nppes,1912303777,LICENSED DENTAL HYGIENE CARE,SENIOR MOBILE DENTAL MINNESOTA LTD,"5201 EDEN AVE, SUITE 50",55436,763-545-7545,221
osm:node/12335504029,nppes:1952399685,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,nppes,1952399685,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD.",,5100 EDEN AVE STE 209,55436,952-929-0641,250
osm:node/12353177688,nppes:1063512234,osm,node/12353177688,Clear Lakes Dental,,,,,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,132
osm:node/12353177688,nppes:1447350509,osm,node/12353177688,Clear Lakes Dental,,,,,nppes,1447350509,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS RICHFIELD,6601 LYNDALE AVE S STE 240,55423,612-861-9123,132
osm:node/12353177688,nppes:1518616614,osm,node/12353177688,Clear Lakes Dental,,,,,nppes,1518616614,"NORTHLAND DENTAL PARTNERS, PLLC",MN DENTALCARE,6601 LYNDALE AVE S STE 230,55423,612-866-1234,132
osm:node/12353177688,nppes:1598865651,osm,node/12353177688,Clear Lakes Dental,,,,,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,132
osm:node/12353177688,nppes:1639815434,osm,node/12353177688,Clear Lakes Dental,,,,,nppes,1639815434,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS RICHFIELD,6602 LYNDALE AVE S STE 230A,55423,612-869-8834,129
osm:node/12353177688,nppes:1679673867,osm,node/12353177688,Clear Lakes Dental,,,,,nppes,1679673867,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE RICHFIELD,6601 LYNDALE AVE S STE 220A,55423,612-866-1234,132
osm:node/12353177688,nppes:1720188998,osm,node/12353177688,Clear Lakes Dental,,,,,nppes,1720188998,"METRO DENTALCARE, PLC",,"6601 LYNDALE AVE S, SUITE 220",55423,612-861-9123,132
osm:node/12353177688,nppes:1861140501,osm,node/12353177688,Clear Lakes Dental,,,,,nppes,1861140501,FAMILY ENDODONTIC SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ENDODONTICS,6601 LYNDALE AVE S STE 230A,55423,612-638-1206,132
osm:node/12516572195,nppes:1053791319,osm,node/12516572195,Blaine Dentistry,,"1384 109th Avenue Northeast, 200",55434,,nppes,1053791319,LING FAMILY DENTISTRY,,10945 ULYSSES ST NE,55434,763-784-1993,186
osm:node/12516572195,nppes:1982007803,osm,node/12516572195,Blaine Dentistry,,"1384 109th Avenue Northeast, 200",55434,,nppes,1982007803,"BLAINE DENTISTRY, PC",BLAINE DENTISTRY,"1384 109TH AVE NE, SUITE 200",55434,763-757-6000,63
osm:node/12569712465,nppes:1033351457,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1033351457,MINNEAPOLIS DENTAL,,150 S 5TH ST STE 1475,55402,612-332-1255,272
osm:node/12569712465,nppes:1043429970,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1043429970,BIRCHWOOD DENTAL OF MINNEAPOLIS,,"825 NICOLLET MALL, 829 MEDICAL ARTS BLDG",55402,612-333-8677,215
osm:node/12569712465,nppes:1073063103,osm,node/12569712465,J&D Dental,,"109 South 7th Street, 133",55402,+1-612-332-0592,nppes,1073063103,"MINNESOTA DENTAL PROFESSIONALS, P.C.",DENTAL ARTS OF MINNEAPOLIS,"825 NICOLLET MALL, STE 425",55402,612-332-7675,215
