pair_key,verdict,routed_by,score,block,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1114634086|nppes:1407536196,distinct,,0.313,address,nppes,1114634086,KEY FAMILY DENTAL CENTER PLLC,,"1099 HELMO AVE. N., SUITE 200",55128,651-770-9174,nppes,1407536196,MNPL02 PLLC,,1099 HELMO AVE N STE 110,55128,651-372-3300,0
nppes:1114634086|nppes:1598967382,distinct,,0.274,address,nppes,1114634086,KEY FAMILY DENTAL CENTER PLLC,,"1099 HELMO AVE. N., SUITE 200",55128,651-770-9174,nppes,1598967382,PETERS ORTHODONTIC SPECIALISTS,DR. NICOLE PETERS ORTHODONTICS,1099 HELMO AVE N STE 200,55128,651-578-8401,0
nppes:1114781739|osm:node/13967989885,review,score,0.600,address,nppes,1114781739,"MINNESOTA DENTAL PROFESSIONALS, P.C.",BLUE HERON DENTAL CARE,601 APOLLO DR STE 110,55014,763-542-3765,osm,node/13967989885,Blue Heron Dental Care,,601 Apollo Drive,55014,+17633733214,
nppes:1124192208|nppes:1134507718,review,keys agree,0.577,address+phone,nppes,1124192208,"CITY OF LAKES DENTAL, P.A.",,5524 NICOLLET AVE,55419,612-823-1816,nppes,1134507718,DJCM PLLC,,5524 NICOLLET AVE,55419,612-823-1816,0
nppes:1124192208|nppes:1720772791,review,score,0.672,address+phone,nppes,1124192208,"CITY OF LAKES DENTAL, P.A.",,5524 NICOLLET AVE,55419,612-823-1816,nppes,1720772791,TAXPAYER NAME: MORGANDIA D.C./DOING BUSINESS AS CITY IF LAKES DENTAL,,5524 NICOLLET AVE.,55419,612-823-1816,0
nppes:1124207899|nppes:1194053173,review,keys agree,0.566,address+phone,nppes,1124207899,"BRUCE A. BAKER, D.D.S., P.A.",,1405 78TH ST,55386,952-443-2994,nppes,1194053173,MODERN DENTAL PROFESSIONALS MINNESOTA PC,MIDWEST DENTAL,1405 78TH ST,55386,952-443-2994,0
nppes:1124230800|nppes:1265535868,distinct,,0.281,address,nppes,1124230800,MATTHEW P DALE DDS PA,,13998 MAPLE KNOLL WAY # LL103,55369,763-425-2072,nppes,1265535868,KOTTEMANN ORTHODONTICS PA,,"13998 MAPLE KNOLL WAY, SUITE 102",55369,763-420-6834,0
nppes:1124262514|nppes:1356977136,auto_merge,score,1.000,address+nearby+phone,nppes,1124262514,LINO LAKES FAMILY DENTISTRY,,591 APOLLO DR,55014,651-786-7630,nppes,1356977136,"CHARYL WEINGARTEN, D.D.S., P.L.L.C",LINO LAKES FAMILY DENTISTRY,591 APOLLO DR,55014,651-786-7630,0
nppes:1124284732|nppes:1558848119-pl1,distinct,,0.322,address,nppes,1124284732,ADVANCIA DENTAL,,"1625 RADIO DR, SUITE 170",55125,651-207-9660,nppes,1558848119-pl1,"CAITLIN HEMMERICH, DDS, PA",RIDGE PERIODONTICS & DENTAL IMPLANTS,1625 RADIO DR STE 210,55125,651-738-9050,0
nppes:1124411772|nppes:1710321930,review,score,0.647,address+phone,nppes,1124411772,AHMED SALAD ASSOCIATES,SIGNAL HILL DENTAL,"1200 S ROBERT ST, SUITE C",55118,651-340-9151,nppes,1710321930,BRITE DENTAL WEST ST PAUL PC,,"1200 ROBERT ST S, SUITE C",55118,651-340-9151,0
nppes:1124411772|nppes:1841803723,distinct,,0.320,address,nppes,1124411772,AHMED SALAD ASSOCIATES,SIGNAL HILL DENTAL,"1200 S ROBERT ST, SUITE C",55118,651-340-9151,nppes,1841803723,ALL ABOUT DENTISTRY,,1200 ROBERT ST S STE C,55118,952-564-0339,0
nppes:1134446370|nppes:1255249470,distinct,,0.257,address,nppes,1134446370,BRITE DENTAL MINNESOTA P.C.,,334 EAST LAKE ST.,55408,708-439-4655,nppes,1255249470,WHAT IF I AM A SURROGATE OF THE ORGANIZATION,,334 E LAKE ST STE 104,55408,612-910-1131,0
nppes:1134446370|nppes:1528805553,distinct,,0.338,address,nppes,1134446370,BRITE DENTAL MINNESOTA P.C.,,334 EAST LAKE ST.,55408,708-439-4655,nppes,1528805553,PROACTIVE HEALTHCARE EDUCATION CENTER,PROACTIVE DENTAL CLINIC CORP,334 E LAKE ST STE 105,55408,310-883-8932,0
nppes:1134446370|osm:node/7170492212,distinct,,0.247,nearby,nppes,1134446370,BRITE DENTAL MINNESOTA P.C.,,334 EAST LAKE ST.,55408,708-439-4655,osm,node/7170492212,Brite Dental Center,,,,+1-612-886-3238,65
nppes:1134507718|nppes:1720772791,review,keys agree,0.556,address+phone,nppes,1134507718,DJCM PLLC,,5524 NICOLLET AVE,55419,612-823-1816,nppes,1720772791,TAXPAYER NAME: MORGANDIA D.C./DOING BUSINESS AS CITY IF LAKES DENTAL,,5524 NICOLLET AVE.,55419,612-823-1816,0
nppes:1134547730|nppes:1164546040,distinct,,0.281,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,0
nppes:1134547730|nppes:1194328914,distinct,,0.297,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1194328914,"MAGNOLIA DENTAL CARE, PLLC",,6545 FRANCE AVE S STE 270,55435,952-927-7744,0
nppes:1134547730|nppes:1326044538,auto_merge,score,0.933,address+nearby+phone,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1326044538,SOUTHDALE PERIODONTICS,,"6545 FRANCE AVE S, STE 190",55435,952-922-6949,0
nppes:1134547730|nppes:1376619114,distinct,,0.297,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,0
nppes:1134547730|nppes:1407008477,review,score,0.741,address+nearby+phone,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,0
nppes:1134547730|nppes:1417581240,distinct,,0.279,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1417581240,ELEGANT DENTISTRY PPLC,,6545 FRANCE AVE S STE 681,55435,612-800-8008,0
nppes:1134547730|nppes:1457411753,distinct,,0.259,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1457411753,JEROME E. EUTENEUER DDS PA,,"6545 FRANCE AVE S, SUITE 270",55435,952-927-7744,0
nppes:1134547730|nppes:1700589264,distinct,,0.296,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1700589264,ADVANCED RECONSTRUCTIVE DENTISTRY PLLC,,6545 FRANCE AVE S STE 680,55435,952-922-5326,0
nppes:1134547730|nppes:1710080809,distinct,,0.318,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1710080809,ENDODONTIC SPECIALISTS PA,,"6545 FRANCE AVE S, SUITE #665",55435,952-927-8694,0
nppes:1134547730|nppes:1821362302,distinct,,0.315,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1821362302,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS - ORTHODONTICS,"6545 FRANCE AVE S, SUITE 381",55435,952-926-7766,0
nppes:1134547730|nppes:1881312676,distinct,,0.258,address,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1881312676,"MARIE JOYCELYN LUA, DMD, MS, PA",,6545 FRANCE AVE S STE 680,55435,952-920-7482,0
nppes:1134862865|nppes:1194474593,review,same place,0.576,address+nearby,nppes,1134862865,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS MIDWAY - ST. PAUL,1375 SAINT ANTHONY AVE,55104,651-286-8153,nppes,1194474593,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE ST. PAUL MIDWAY - PERIODONTICS,1375 SAINT ANTHONY AVE,55104,651-645-4671,0
nppes:1134862865|nppes:1558010967,review,score,0.800,address+nearby+phone,nppes,1134862865,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS MIDWAY - ST. PAUL,1375 SAINT ANTHONY AVE,55104,651-286-8153,nppes,1558010967,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE ST. PAUL MIDWAY - ORAL SURGERY,1375 SAINT ANTHONY AVE,55104,651-286-8153,0
nppes:1134862865|nppes:1669817557,review,score,0.839,address+nearby+phone,nppes,1134862865,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS MIDWAY - ST. PAUL,1375 SAINT ANTHONY AVE,55104,651-286-8153,nppes,1669817557,"ORTHODONTIC CARE SPECIALISTS, PLLC",ORTHODONTIC CARE SPECIALISTS,1375 SAINT ANTHONY AVE,55104,651-286-8153,0
nppes:1134862865|nppes:1730837105,distinct,,0.377,address,nppes,1134862865,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS MIDWAY - ST. PAUL,1375 SAINT ANTHONY AVE,55104,651-286-8153,nppes,1730837105,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE ST. PAUL MIDWAY,1375 SAINT ANTHONY AVE,55104,651-645-4671,0
nppes:1144353780|osm:way/528914212,review,score,0.650,address+nearby,nppes,1144353780,EAGAN FAMILY DENTISTRY,,4178 KNOB DR STE C,55122,651-452-4317,osm,way/528914212,Eagan Family Dentistry,,4178 Knob Drive,55122,,80
nppes:1144632993|nppes:1730247180,distinct,,0.300,phone,nppes,1144632993,CASEY LUKE NEWTON,,13911 RIDGEDALE DR,55305,952-545-8603,nppes,1730247180,"PDG,P.A.",PARK DENTAL,13059 RIDGEDALE DR,55305,952-545-8603,995
nppes:1144656059|nppes:1225104458,distinct,,0.274,address,nppes,1144656059,BURNSVILLE ORTHODONTIC ASSOCIATES PLLC,EKIM ORTHODONTICS,"625 E NICOLLET BLVD, SUITE 300",55337,952-435-0350,nppes,1225104458,"OAK RIDGE DENTAL, LLC",,"625 E NICOLLET BLVD, SUITE 310",55337,952-435-0355,0
nppes:1144656059|nppes:1396340642,distinct,,0.351,address,nppes,1144656059,BURNSVILLE ORTHODONTIC ASSOCIATES PLLC,EKIM ORTHODONTICS,"625 E NICOLLET BLVD, SUITE 300",55337,952-435-0350,nppes,1396340642,"MINNESOTA DENTAL PROFESSIONALS, P.C.",MOSAIC DENTAL-BURNSVILLE/RIDGES,625 E NICOLLET BLVD STE 201,55337,952-435-0300,0
nppes:1144656059|nppes:1407945199,distinct,,0.342,address,nppes,1144656059,BURNSVILLE ORTHODONTIC ASSOCIATES PLLC,EKIM ORTHODONTICS,"625 E NICOLLET BLVD, SUITE 300",55337,952-435-0350,nppes,1407945199,"METROPOLITAN ENDODONTICS, LTD.",,"625 E NICOLLET BLVD, SUITE 340",55337,952-435-0370,0
nppes:1144656059|nppes:1548818560,distinct,,0.202,nearby,nppes,1144656059,BURNSVILLE ORTHODONTIC ASSOCIATES PLLC,EKIM ORTHODONTICS,"625 E NICOLLET BLVD, SUITE 300",55337,952-435-0350,nppes,1548818560,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS ORTHODONTICS BURNSVILLE EAST,675 E NICOLLET BLVD STE 120,55337,952-241-5890,66
nppes:1144696063|nppes:1760667091,review,score,0.700,address+nearby,nppes,1144696063,SAWYER DENTAL LLC,MENDOTA DENTAL ASSOCIATES,"720 MAIN ST, SUITE 213",55118,651-209-9219,nppes,1760667091,MENDOTA DENTAL ASSOCIATES,,"720 MAIN ST, SUITE 213",55118,651-454-1502,0
nppes:1144717299|nppes:1619781770,auto_merge,score,1.000,address+nearby+phone,nppes,1144717299,"GREAT ODENS, LLC",RIVERBEND FAMILY DENTAL,241 CLEVELAND AVE S STE D,55105,651-699-3212,nppes,1619781770,RIVERBEND FAMILY DENTAL,,241 CLEVELAND AVE S STE D1,55105,651-699-3212,0
nppes:1144717299|osm:node/1696599650,review,score,0.670,nearby+phone,nppes,1144717299,"GREAT ODENS, LLC",RIVERBEND FAMILY DENTAL,241 CLEVELAND AVE S STE D,55105,651-699-3212,osm,node/1696599650,Riverbed Family Dentist,,,,+1 651-699-3212,27
nppes:1144978560|nppes:1285774398,review,score,0.635,address+phone,nppes,1144978560,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE BLAINE PHEASANT RIDGE,4255 PHEASANT RIDGE DR NE STE 407,55449,763-225-6100,nppes,1285774398,ASSOCIATED DENTAL,ASSURE DENTAL,"4255 PHEASANT RIDGE DR NE, SUITE 407",55449,763-225-6100,0
nppes:1154568293|nppes:1649597204,distinct,,0.262,address,nppes,1154568293,DULAC DENTAL LTD,,6550 YORK AVE S STE 202,55435,952-925-2176,nppes,1649597204,DRS WILLIAMS & WIMMER DDS PA,,"6550 YORK AVE S, SUITE 315",55435,952-929-3368,0
nppes:1154568293|nppes:1811058746,review,score,0.654,address+phone,nppes,1154568293,DULAC DENTAL LTD,,6550 YORK AVE S STE 202,55435,952-925-2176,nppes,1811058746,JEROME DULAC DDS,,"6550 YORK AVE S, #202",55435,952-925-2176,0
nppes:1154568293|nppes:1831309152,distinct,,0.262,address,nppes,1154568293,DULAC DENTAL LTD,,6550 YORK AVE S STE 202,55435,952-925-2176,nppes,1831309152,NEIL C BONSTROM DDS PA,,"6550 YORK AVE S, STE 302",55435,952-920-0863,0
nppes:1154763688|nppes:1831665603,review,keys agree,0.517,address+phone,nppes,1154763688,"ALL ABOUT SMILES, INC",,1611 COUNTY HIGHWAY 10,55432,763-717-3989,nppes,1831665603,WHITE SMILES FAMILY DENTISTRY PLLC,,1611 COUNTY HWY 10,55432,763-717-3989,
nppes:1154971380-pl1|nppes:1235429267,review,score,0.679,address+phone,nppes,1154971380-pl1,GENTLE DENTISTRY OF BLOOMINGTON PLLC,,1714 COPE AVE E,55109,651-770-0055,nppes,1235429267,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,1714 COPE AVE E,55109,651-770-0055,0
nppes:1154971380|nppes:1598413916,distinct,,0.397,address+nearby,nppes,1154971380,GENTLE DENTISTRY OF BLOOMINGTON PLLC,,10611 FRANCE AVE S STE 201,55431,952-881-8404,nppes,1598413916,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE BLOOMINGTON,10611 FRANCE AVE S STE 200,55431,952-888-4125,0
nppes:1154971380|nppes:1710344494,review,same place,0.280,nearby,nppes,1154971380,GENTLE DENTISTRY OF BLOOMINGTON PLLC,,10611 FRANCE AVE S STE 201,55431,952-881-8404,nppes,1710344494,"BLOOMINGTON SMILES DENTISTRY, PC",BLOOMINGTON SMILES DENITSTRY,"10700 FRANCE AVENUE, SUITE 102",55437,952-679-3531,134
nppes:1154971380|nppes:1821145723,review,score,0.667,address+phone,nppes,1154971380,GENTLE DENTISTRY OF BLOOMINGTON PLLC,,10611 FRANCE AVE S STE 201,55431,952-881-8404,nppes,1821145723,"POINT FAMILY DENTISTRY, LLC",,"10611 FRANCE AVE S, SUITE 201",55431,952-881-8404,0
nppes:1154971380|nppes:1942668702,review,score,0.653,address+phone,nppes,1154971380,GENTLE DENTISTRY OF BLOOMINGTON PLLC,,10611 FRANCE AVE S STE 201,55431,952-881-8404,nppes,1942668702,POINT FAMILY DENTISTRY,,10611 FRANCE AVE S STE 201,55431,952-881-8404,0
nppes:1154972909|nppes:1225229503,auto_merge,score,1.000,address+nearby+phone,nppes,1154972909,"MINNESOTA DENTAL PROFESSIONALS, P.C.",RAMSEY DENTAL CENTER,15243 NOWTHEN BLVD NW,55303,763-421-2660,nppes,1225229503,"ROGER E AUSTIN, DDS, PA",RAMSEY DENTAL CENTER,15243 NOWTHEN BLVD NW,55303,763-421-2660,0
nppes:1154972909|osm:way/1202670640,review,score,0.650,address+nearby,nppes,1154972909,"MINNESOTA DENTAL PROFESSIONALS, P.C.",RAMSEY DENTAL CENTER,15243 NOWTHEN BLVD NW,55303,763-421-2660,osm,way/1202670640,Ramsey Dental Center,,15243 Nowthen Boulevard Northwest,55303,,87
nppes:1154989507|osm:node/11988975533,review,same place,0.379,nearby,nppes,1154989507,RED OAK FAMILY DENTAL,,9939 HUDSON BLVD N # 107,55042,651-300-2334,osm,node/11988975533,Red Oak Family Dentist,,"9931 Hudson Boulevard North, 107",,,124
nppes:1164040457|nppes:1508476482,distinct,,0.259,nearby,nppes,1164040457,COLBY ORTHODONTICS LLC,,9TH ST. AND NICOLLET AVE. SUITE 531,55402,612-332-4344,nppes,1508476482,SENSATIONAL SMILES,MUVE ORTHODONTICS,950 NICOLLET MALL STE 220,55403,612-271-0773,62
nppes:1164040457|nppes:1649867334,review,same place,0.575,nearby+phone,nppes,1164040457,COLBY ORTHODONTICS LLC,,9TH ST. AND NICOLLET AVE. SUITE 531,55402,612-332-4344,nppes,1649867334,MSP ORTHODONTICS PLLC,,825 NICOLLET MALL STE 531,55402,612-332-4344,93
nppes:1164165890|nppes:1942958301,distinct,,0.334,address,nppes,1164165890,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS SHAKOPEE,1759 17TH AVE E,55379,952-746-8996,nppes,1942958301,"NORTHLAND DENTAL PARTNERS, PLLC",METRO DENTALCARE SHAKOPEE,1759 17TH AVE E,55379,952-496-2385,0
nppes:1164165890|nppes:1982728333,distinct,,0.270,phone,nppes,1164165890,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS SHAKOPEE,1759 17TH AVE E,55379,952-746-8996,nppes,1982728333,ORTHODONTIC CARE GROUP,ORTHODONTIC CARE SPECIALISTS,1275 RAMSEY ST,55379,952-746-8996,1435
nppes:1164165890|osm:node/9018998040,distinct,,0.200,address,nppes,1164165890,FAMILY ORTHODONTIC SPECIALISTS PLC,WOODLAKE ORTHODONTICS SHAKOPEE,1759 17TH AVE E,55379,952-746-8996,osm,node/9018998040,Metro Dentalcare,,1759 17th Avenue East,55379,+1-952-496-2385,132
nppes:1164474003|osm:way/1220338509,auto_merge,score,0.876,address+nearby+phone,nppes,1164474003,ROBBINSDALE DENTALCARE PA,,3920 W BROADWAY AVE,55422,763-535-5555,osm,way/1220338509,Robbinsdale Dental Care,,3920 West Broadway Avenue,55422,+1-763-535-5555,30
nppes:1164546040|nppes:1194328914,distinct,,0.298,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1194328914,"MAGNOLIA DENTAL CARE, PLLC",,6545 FRANCE AVE S STE 270,55435,952-927-7744,0
nppes:1164546040|nppes:1326044538,distinct,,0.283,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1326044538,SOUTHDALE PERIODONTICS,,"6545 FRANCE AVE S, STE 190",55435,952-922-6949,0
nppes:1164546040|nppes:1376619114,distinct,,0.321,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1376619114,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALISTS,"6545 FRANCE AVE S, SUITE 366",55435,952-929-4319,0
nppes:1164546040|nppes:1407008477,distinct,,0.279,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1407008477,DYLLA-JENSEN PERIODONTICS PLLC,,6545 FRANCE AVE S,55435,952-922-6949,0
nppes:1164546040|nppes:1417581240,distinct,,0.353,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1417581240,ELEGANT DENTISTRY PPLC,,6545 FRANCE AVE S STE 681,55435,612-800-8008,0
nppes:1164546040|nppes:1457411753,distinct,,0.282,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1457411753,JEROME E. EUTENEUER DDS PA,,"6545 FRANCE AVE S, SUITE 270",55435,952-927-7744,0
nppes:1164546040|nppes:1700589264,distinct,,0.329,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1700589264,ADVANCED RECONSTRUCTIVE DENTISTRY PLLC,,6545 FRANCE AVE S STE 680,55435,952-922-5326,0
nppes:1164546040|nppes:1710080809,distinct,,0.337,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1710080809,ENDODONTIC SPECIALISTS PA,,"6545 FRANCE AVE S, SUITE #665",55435,952-927-8694,0
nppes:1164546040|nppes:1821362302,distinct,,0.331,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1821362302,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS - ORTHODONTICS,"6545 FRANCE AVE S, SUITE 381",55435,952-926-7766,0
nppes:1164546040|nppes:1881312676,distinct,,0.280,address,nppes,1164546040,"COSMETIC, FAMILY & SPORTS DENTISTRY, PA",,"6545 FRANCE AVE S, SUITE 585",55435,952-922-9119,nppes,1881312676,"MARIE JOYCELYN LUA, DMD, MS, PA",,6545 FRANCE AVE S STE 680,55435,952-920-7482,0
nppes:1164758199|osm:node/12124640947,auto_merge,score,0.950,address+phone,nppes,1164758199,"STEPHEN P. BOGER, DDS, PA",BOGER DENTAL,"2720 ANNAPOLIS CIRCLE, SUITE A",55441,763-546-7707,osm,node/12124640947,Boger Dental,,"2720 Annapolis Circle North, Suite A",55441,+1-763-546-7707,186
nppes:1164803177|nppes:1720413263,distinct,,0.346,address,nppes,1164803177,FAMILY AND COSMETIC GENTLE DENTISTRY,,"1421 WAYZATA BLVD, SUITE 320",55391,952-224-9774,nppes,1720413263,EXCEL DENTISTRY PLLC,,"1421 WAYZATA BLVD, SUITE 320",55391,952-475-2907,0
nppes:1164803177|nppes:1861507329,distinct,,0.267,address,nppes,1164803177,FAMILY AND COSMETIC GENTLE DENTISTRY,,"1421 WAYZATA BLVD, SUITE 320",55391,952-224-9774,nppes,1861507329,MARK F SOUERS DDS PA,MARK F SOUERS DDS,"1421 WAYZATA BLVD, SUITE #325",55391,952-476-6655,0
nppes:1164959938|nppes:1225629017-pl2,auto_merge,score,1.000,address+nearby+phone,nppes,1164959938,"GROUP HEALTH, INC.",,8455 FLYING CLOUD DR,55344,952-883-9040,nppes,1225629017-pl2,"GROUP HEALTH, INC.",HEALTHPARTNERS SPECIALTY DENTAL,8455 FLYING CLOUD DR,55344,952-883-9040,0
nppes:1174045975|nppes:1225095052,auto_merge,score,0.888,address+nearby+phone,nppes,1174045975,"THE DENTAL SPECIALISTS OF MINNESOTA, PLLC",TWIN CITIES ENDODONTICS SPECIALIST PA,4640 NICOLS RD STE 202,55122,651-994-1344,nppes,1225095052,"TWIN CITIES ENDODONTIC SPECIALISTS, P.A.",,"4640 NICOLS RD, SUITE 202",55122,651-994-1344,0
nppes:1174045975|nppes:1619041969,distinct,,0.317,address,nppes,1174045975,"THE DENTAL SPECIALISTS OF MINNESOTA, PLLC",TWIN CITIES ENDODONTICS SPECIALIST PA,4640 NICOLS RD STE 202,55122,651-994-1344,nppes,1619041969,"DOUGLAS M BAUER DDS,PA",OAK CLIFF DENTAL CARE,"4640 NICOLS RD, SUITE 100",55122,651-454-1414,0
nppes:1174045975|nppes:1942474457,distinct,,0.258,address,nppes,1174045975,"THE DENTAL SPECIALISTS OF MINNESOTA, PLLC",TWIN CITIES ENDODONTICS SPECIALIST PA,4640 NICOLS RD STE 202,55122,651-994-1344,nppes,1942474457,"TOH-ENG LIM, DDS",EAGAN DENTAL CLINIC,4640 SLATER RD STE 150,55122,651-808-5252,432
nppes:1174294995|nppes:1528226156,distinct,,0.265,address,nppes,1174294995,"MINNESOTA DENTAL PROFESSIONALS, P.C.",APPLE VALLEY FAMILY DENTISTRY,7493 147TH ST W STE 100,55124,952-432-7145,nppes,1528226156,ERICKSON/AAMODT ORTHODONTICS PA,,"7493 147TH ST W, SUITE 202",55124,952-431-1111,0
nppes:1174294995|nppes:1770703688,distinct,,0.297,address,nppes,1174294995,"MINNESOTA DENTAL PROFESSIONALS, P.C.",APPLE VALLEY FAMILY DENTISTRY,7493 147TH ST W STE 100,55124,952-432-7145,nppes,1770703688,"PERIODONTAL CARE, PA",,"7493 147TH ST W, SUITE 105",55124,952-432-0010,0
nppes:1174460984|nppes:1194887521,distinct,,0.275,address,nppes,1174460984,"OLGA IVETT CASTRO, DDS, PC",,4801 HIGHWAY 61 N STE 200,55110,651-429-3535,nppes,1194887521,"ROGER G. ETTEL D.D.S. & ASSOCIATES, PA",,4801 HIGHWAY 61 N # SU-300,55110,651-429-2299,0
nppes:1174460984|nppes:1508300252,distinct,,0.300,address,nppes,1174460984,"OLGA IVETT CASTRO, DDS, PC",,4801 HIGHWAY 61 N STE 200,55110,651-429-3535,nppes,1508300252,"MINNESOTA PERIODONTAL ASSOCIATES, PA","ROGER G. ETTEL DDS AND ASSOCIATES, PA","4801 HWY 61 N., SUITE 300",55110,651-429-2299,0
nppes:1174600621|nppes:1356586804,distinct,,0.267,address,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,nppes,1356586804,"STANLEY P. WILLIAMSON, D.D.S., P.A.",WILLIAMSON ORTHODONTICS,5101 VERNON AVE S STE 502,55436,952-926-3747,0
nppes:1174600621|nppes:1396089298,distinct,,0.250,address,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,nppes,1396089298,PAN ORTHODONTIC CLINICS,,"5101 VERNON AVE S, SUITE 502",55436,952-926-3747,0
nppes:1174600621|nppes:1437847654,auto_merge,score,1.000,address+nearby+phone,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,nppes,1437847654,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVE S, STE 1B",55436,952-920-9579,0
nppes:1174600621|osm:node/12335504029,review,score,0.800,nearby+phone,nppes,1174600621,INTERLACHEN DENTAL ASSOCIATES,,"5101 VERNON AVENUE, SUITE 1B",55436,952-920-9579,osm,node/12335504029,Interlachen Dental Associates,,,,+1 952 920 9579,65
