pair_key,a_source,a_record_id,a_name,a_other_names,a_address,a_postal_code,a_phone,b_source,b_record_id,b_name,b_other_names,b_address,b_postal_code,b_phone,distance_m
nppes:1447416607|nppes:1942018825,nppes,1447416607,ISLES DENTAL ASSOCIATES P.A,,2534 HENNEPIN AVE,55405,612-374-4321,nppes,1942018825,ISLES DENTAL PLLC,,2534 HENNEPIN AVE,55405,612-374-4321,0
nppes:1861546111|osm:way/231160037,nppes,1861546111,"FAMILY DENTAL CLINIC, P.A.",,4454 CHICAGO AVE,55407,612-823-6262,osm,way/231160037,Family Dental Clinic PA,,4454 Chicago Avenue,,+1 612 823 6262,65
nppes:1578505152-pl2|nppes:1578505152-pl6,nppes,1578505152-pl2,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,nppes,1578505152-pl6,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,16106 PILOT KNOB RD STE 120,55044,651-450-7273,
nppes:1376716043|nppes:1700058690,nppes,1376716043,"MAPLE PLAIN DENTAL, PLLC",ORONO DENTAL CARE,2765 KELLEY PKWY STE 140,55356,952-449-9494,nppes,1700058690,ORONO DENTAL CARE PC,"CRYSTAL LAKE FAMILY DENTAL CARE, PLLC","2765 KELLEY PARKWAY, SUITE 140",55356,952-449-9494,0
nppes:1578505152-pl2|nppes:1578505152-pl5,nppes,1578505152-pl2,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,nppes,1578505152-pl5,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,750 MAIN ST STE 217,55118,651-450-7273,
nppes:1407325830-pl2|nppes:1407325830-pl7,nppes,1407325830-pl2,FACIAL PAIN CENTER PLLC,,4155 DEAN LAKES BLVD,55379,952-926-3858,nppes,1407325830-pl7,FACIAL PAIN CENTER PLLC,,40 W NICOLLET BLVD,55337,952-926-3858,15104
nppes:1629521893|osm:way/526980397,nppes,1629521893,RIDGES FAMILY DENTAL PLLC,,50 MCANDREWS RD E,55337,952-892-5050,osm,way/526980397,Crestridge Dental,,50 McAndrews Road East,55337,+1-952-892-5050,77
nppes:1720415896|nppes:1841462652,nppes,1720415896,MAHTOMEDI FAMILY DENTAL,,814 MAHTOMEDI AVE,55115,651-426-0011,nppes,1841462652,MAHTOMEDI DENTAL CLINIC,NORTH ST. PAUL DENTAL,"814 MAHTOMEDI AVE, MAHTOMEDI DENTAL",55115,651-426-0011,0
nppes:1225178361|nppes:1780902080,nppes,1225178361,"ROBBINSDALE FAMILY DENTISTRY, P.A.",MINNESOTA DENTAL GROUP,"4125 LAKELAND AVE N, 100",55422,763-537-5123,nppes,1780902080,ROBBINSDALE DENTAL PLLC,MINNESOTA DENTAL GROUP,"4125 LAKELAND AVE N, SUITE 100",55422,763-537-5123,0
nppes:1578505152-pl1|nppes:1578505152-pl7,nppes,1578505152-pl1,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,1004 DIFFLEY RD STE 400,55123,651-450-7273,nppes,1578505152-pl7,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,7864 CENTURY BLVD,55317,651-450-7273,36188
nppes:1093442048|nppes:1891295861,nppes,1093442048,WANG PERIODONTICS PLLC,MAPLE GROVE PERIODONTICS AND IMPLANT DENTISTRY,12000 ELM CREEK BLVD N STE 320,55369,763-420-0200,nppes,1891295861,MAPLE GROVE PERIODONTICS AND IMPLANT DENTISTRY,,12000 ELM CREEK BLVD N,55369,763-420-0200,0
nppes:1073970273|osm:way/157489499,nppes,1073970273,SAINT ANTHONY PARK DENTAL CARE PLLC,,2278 COMO AVE,55108,651-644-3685,osm,way/157489499,Saint Anthony Park Dental Care,,2278 Como Avenue,55108,+1-651-644-9216,20
nppes:1356854442-pl1|nppes:1356854442-pl13,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,nppes,1356854442-pl13,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,8980 HUDSON BLVD N,55042,651-351-7777,33661
nppes:1063288017|nppes:1255442620,nppes,1063288017,"LAKEVILLE FAMILY DENTAL CENTER, P.L.L.C.",,16372 KENRICK AVE STE 200,55044,952-435-5905,nppes,1255442620,LAKEVILLE FAMILY DENTAL CENTRE PA,,16375 KENRICK AVE STE 200,55044,952-435-5905,131
nppes:1689842841|nppes:1740259464,nppes,1689842841,"ST. CROIX VALLEY DENTAL, PLLC",NORTHERN ORTHODONTICS,13961 60TH ST N,55082,651-351-7777,nppes,1740259464,"ST. CROIX VALLEY DENTAL, PLLC",ST CROIX VALLEY DENTAL,13961 60TH ST. NORTH,55082,651-439-2600,0
osm:node/14204036046|osm:way/697893580,osm,node/14204036046,Chalet Dental,,1651 Dale Street N,,+1-651-413-9150,osm,way/697893580,Chalet Dental,,1651 Dale Street North,55117,+1-651-413-9150,11
nppes:1750436333|nppes:1952042053,nppes,1750436333,"GROUP HEALTH, INC.",HEALTHPARTNERS MIDWAY DENTAL CLINIC,"450 SYNDICATE ST N, #300",55104,651-254-7373,nppes,1952042053,"GROUP HEALTH, INC.",HEALTHPARTNERS ST. PAUL RESIDENCY DENTAL,205 WABASHA ST S,55107,651-254-7373,5574
nppes:1295858991|nppes:1619688751,nppes,1295858991,"DENTAL DELIVERY SYSTEMS ST PAUL, PA",DENTAL ASSOCIATES OF ST. PAUL,1790 7TH STREET E.,55119,651-735-0595,nppes,1619688751,DENTAL DELIVERY SYSTEMS OF ST. PAUL LLC,,1790 7TH ST E,55119,651-735-0595,0
nppes:1194693259|nppes:1417825563,nppes,1194693259,MARC MONTGOMERY DDS PA,MONTGOMERY DENTAL CARE,8380 CITY CENTRE DR STE 130,55125,651-738-1880,nppes,1417825563,MARC MONTGOMERY DDS PA,,8380 CITY CENTRE DR STE 120,55125,651-714-1642,0
nppes:1356854442|nppes:1356854442-pl13,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl13,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,8980 HUDSON BLVD N,55042,651-351-7777,29084
nppes:1356854442-pl1|nppes:1356854442-pl10,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,34015
nppes:1053685586|nppes:1689722639,nppes,1053685586,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,nppes,1689722639,"DENTAL SPECIALISTS OF MINNESOTA, PLLC",,"2200 COUNTY ROAD C W, SUITE 2210",55113,651-633-0500,0
nppes:1356854442-pl2|nppes:1356854442-pl5,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,33927
nppes:1407325830|nppes:1407325830-pl3,nppes,1407325830,FACIAL PAIN CENTER PLLC,,1835 COUNTY ROAD C W STE 200,55113,651-636-2016,nppes,1407325830-pl3,FACIAL PAIN CENTER PLLC,,4190 108TH AVE NE STE 130,55449,651-636-2016,16089
nppes:1710161500|osm:way/608991745,nppes,1710161500,NORTHPARK DENTAL,,9120 BALTIMORE ST NE,55449,763-786-1560,osm,way/608991745,Northpark Dental,,9120 Baltimore Street Northeast,55449,,62
nppes:1336492834|nppes:1447659495,nppes,1336492834,"BOGER-TRI DENTAL, P.L.L.C.",MINNETONKA DENTAL CARE,17909 DELTON AVE,55345,952-474-7057,nppes,1447659495,MINNETONKA DENTAL PARTNERS LLC,,17909 DELTON AVE,55345,952-474-7057,0
nppes:1356854442-pl2|nppes:1356854442-pl7,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,30417
nppes:1073787669|nppes:1831857788,nppes,1073787669,SEDATION & IMPLANT DENTISTRY,,1815 SUBURBAN AVE,55119,651-735-4661,nppes,1831857788,SEDATION AND IMPLANT DENSTISTRY - DR ANDERSON AND DR YANG PLLC,,1815 SUBURBAN AVE STE 200,55119,651-735-4661,0
nppes:1356854442-pl10|nppes:1518572916,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,17303
nppes:1679944698|osm:node/4869073856,nppes,1679944698,TWINCARE DENTAL LLC,,2228 E LAKE ST,55407,612-886-3270,osm,node/4869073856,TwinCare Dental,,4601 Bloomington Avenue,55407,+1-612-886-3270,3355
nppes:1093445082|osm:node/7202107156,nppes,1093445082,THE DENTAL CLINIC,,1932 UNIVERSITY AVE W,55104,612-444-1949,osm,node/7202107156,The Dental Clinic,,1932 University Avenue,55104,+1-612-444-1949,22
nppes:1407325830-pl5|nppes:1407325830-pl6,nppes,1407325830-pl5,FACIAL PAIN CENTER PLLC,,"5000 W 38TH STREET, STE. 250",55416,952-926-3858,nppes,1407325830-pl6,FACIAL PAIN CENTER PLLC,,4200 W OLD SHAKOPEE RD STE 100,55437,952-926-3858,
nppes:1114324951|osm:way/1474171336,nppes,1114324951,DENTAL ASSOCIATES OF ST. PAUL PA,,1790 7TH ST E,55119,651-735-0595,osm,way/1474171336,Dental Associates of St Paul,,1790 7th Street East,55106,+1 651 735 0595,22
nppes:1396089298|osm:node/12335479796,nppes,1396089298,PAN ORTHODONTIC CLINICS,,"5101 VERNON AVE S, SUITE 502",55436,952-926-3747,osm,node/12335479796,Pan Orthodontics,,,,+1 952 926 3747,49
nppes:1285350736|nppes:1285350736-pl1,nppes,1285350736,SHAMBLOTT FAMILY DENTAL CENTER PLLC,DENTAL CARE ALLIANCE,400 SELBY AVE,55102,651-222-6880,nppes,1285350736-pl1,SHAMBLOTT FAMILY DENTAL CENTER PLLC,DENTAL CARE ALLIANCE,33 10TH AVE S STE 250,55343,651-222-6880,23535
nppes:1528423274|nppes:1801585922,nppes,1528423274,ADELMANN DENTISTRY LLC,,"14247 OCONNELL CT, 100",55378,952-226-3560,nppes,1801585922,SAVAGE DENTAL PLLC,ADELMANN DENTISTRY,14247 OCONNELL CT,55378,952-226-3560,0
nppes:1578505152-pl4|nppes:1578505152-pl5,nppes,1578505152-pl4,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,nppes,1578505152-pl5,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,750 MAIN ST STE 217,55118,651-450-7273,
nppes:1013517093|nppes:1295227247,nppes,1013517093,"ORTHODONTIC SPECIALISTS OF MINNESOTA, PLLC",THE DENTAL SPECIALIST ORTHODONTICS WOODBURY,10150 CITY WALK DR APT C,55129,651-268-2992,nppes,1295227247,"ORTHODONTIC SPECIALISTS OF MINNESOTA, P.L.L.C.",THE DENTAL SPECIALISTS- ORTHODONTICS,8650 HUDSON BLVD N STE 105,55042,651-268-2992,1894
nppes:1447416607|osm:node/6829122522,nppes,1447416607,ISLES DENTAL ASSOCIATES P.A,,2534 HENNEPIN AVE,55405,612-374-4321,osm,node/6829122522,Isles Dental,,2534 Hennepin Avenue South,,+1-612-374-4321,31
nppes:1356854442|nppes:1457064800,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,27623
nppes:1578505152-pl3|nppes:1578505152-pl7,nppes,1578505152-pl3,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,1004 DIFFLEY RD STE 400,55123,651-450-7273,nppes,1578505152-pl7,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,7864 CENTURY BLVD,55317,651-450-7273,36188
nppes:1417447210|nppes:1417447210-pl1,nppes,1417447210,HIBERNATION SLEEP MN LLC,,2233 ENERGY PARK DR STE 400,55108,651-888-4680,nppes,1417447210-pl1,HIBERNATION SLEEP MN LLC,,2278 COMO AVE,55108,651-888-4680,821
nppes:1255136560|nppes:1346353968,nppes,1255136560,"JOSEPH HORST, DDS, PLLC",,5972 CAHILL AVE STE 109,55076,651-450-1602,nppes,1346353968,STEVEN J BENKE DDS,BENKE DENTAL CARE,"5972 CAHILL AVENUE, SUITE 109",55076,651-450-1602,0
nppes:1215590575|nppes:1922185016,nppes,1215590575,LAKE MINNETONKA DENTAL CENTER PLLC,,109 BUSHAWAY RD STE 300,55391,952-475-0225,nppes,1922185016,LAKE MINNETONKA DENTAL,BRYAN N LASKIN DDS PA,"109 BUSHAWAY RD, SUITE 300",55391,952-475-0225,0
nppes:1578505152-pl2|nppes:1578505152-pl3,nppes,1578505152-pl2,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,14643 MERCANTILE DR N STE 113,55038,651-450-7273,nppes,1578505152-pl3,MINNESOTA ORTHODONTICS,NORTHFIELD ORTHODONTICS,1004 DIFFLEY RD STE 400,55123,651-450-7273,
nppes:1154971380|nppes:1821145723,nppes,1154971380,GENTLE DENTISTRY OF BLOOMINGTON PLLC,,10611 FRANCE AVE S STE 201,55431,952-881-8404,nppes,1821145723,"POINT FAMILY DENTISTRY, LLC",,"10611 FRANCE AVE S, SUITE 201",55431,952-881-8404,0
nppes:1649424904|nppes:1699918789,nppes,1649424904,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7149 FRANCE AVE S,55435,651-450-7273,nppes,1699918789,MINNESOTA ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS PA,,7810 CAHILL AVE,55076,651-450-7273,22971
nppes:1457410482|nppes:1578254710,nppes,1457410482,BRAVELAND FAMILY DENTAL PA,,"2500 COUNTY ROAD 42 W, SUITE 8",55337,952-895-0300,nppes,1578254710,"MINNESOTA DENTAL PROFESSIONALS, P.C.",BRAVELAND FAMILY DENTAL,2500 COUNTY ROAD 42 W STE 8,55337,952-895-0300,0
nppes:1669199741|nppes:1982775235,nppes,1669199741,METROPOLITAN PERIODONTISTS,,"825 NICOLLET MALL, STE. 210",55402,612-332-0869,nppes,1982775235,"METROPOLITAN PERIODONTISTS, P.A.",,"825 NICOLLET MALL, SUITE 210",55402,612-332-0869,0
nppes:1134547730|nppes:1326044538,nppes,1134547730,"SOUTHDALE PERIODONTICS, PLLC",,"6545 FRANCE AVE S, SUITE 190",55435,952-922-6949,nppes,1326044538,SOUTHDALE PERIODONTICS,,"6545 FRANCE AVE S, STE 190",55435,952-922-6949,0
nppes:1356854442-pl4|nppes:1356854442-pl5,nppes,1356854442-pl4,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3007 LYNDALE AVE S,55408,651-351-7777,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,29025
nppes:1821145723|nppes:1942668702,nppes,1821145723,"POINT FAMILY DENTISTRY, LLC",,"10611 FRANCE AVE S, SUITE 201",55431,952-881-8404,nppes,1942668702,POINT FAMILY DENTISTRY,,10611 FRANCE AVE S STE 201,55431,952-881-8404,0
nppes:1477170108|nppes:1477170108-pl4,nppes,1477170108,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,250 FULLER ST S STE 100,55379,952-903-9484,nppes,1477170108-pl4,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,40 S 7TH ST STE 220,55402,952-903-9484,28380
nppes:1154568293|nppes:1811058746,nppes,1154568293,DULAC DENTAL LTD,,6550 YORK AVE S STE 202,55435,952-925-2176,nppes,1811058746,JEROME DULAC DDS,,"6550 YORK AVE S, #202",55435,952-925-2176,0
nppes:1073862637|nppes:1366681082,nppes,1073862637,KINGFIELD FAMILY DENTAL & ASSOCIATES PLLC,,17 E 38TH ST,55409,612-353-5443,nppes,1366681082,"WAYNEWOOD & ASSOCIATES, P.A.",KINGFIELD FAMILY DENTAL,17 E 38TH ST,55409,612-353-5443,0
nppes:1356854442-pl5|nppes:1356854442-pl7,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,3585
nppes:1407325830|nppes:1407325830-pl4,nppes,1407325830,FACIAL PAIN CENTER PLLC,,1835 COUNTY ROAD C W STE 200,55113,651-636-2016,nppes,1407325830-pl4,FACIAL PAIN CENTER PLLC,,241 RADIO DR STE B,55125,651-636-2016,21026
nppes:1144353780|osm:way/528914212,nppes,1144353780,EAGAN FAMILY DENTISTRY,,4178 KNOB DR STE C,55122,651-452-4317,osm,way/528914212,Eagan Family Dentistry,,4178 Knob Drive,55122,,80
nppes:1073789913|osm:way/974484284,nppes,1073789913,EXCEL DENTISTRY,,"8001 HIGHWAY 7, SUITE 100",55426,952-746-3233,osm,way/974484284,Excel Dentistry,,8001 State Highway 7 Service Road,55426,,73
nppes:1356854442-pl9|nppes:1518572916,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,nppes,1518572916,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS,2008 FORD PKWY,55116,651-351-7777,20390
nppes:1356854442-pl10|nppes:1821690496,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1013199561|nppes:1477112456,nppes,1013199561,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD",,1680 SUBURBAN AVE,55106,651-209-3139,nppes,1477112456,"FAMILY & COSMETIC GENTLE DENTISTRY, LTD","""GENTLE DENTISTRY""",2147 NORTHDALE BLVD NW,55433,651-209-3139,34645
nppes:1356854442-pl13|nppes:1356854442-pl2,nppes,1356854442-pl13,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,8980 HUDSON BLVD N,55042,651-351-7777,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,12071
nppes:1114207362|osm:node/11852879266,nppes,1114207362,"TRANQUILITY DENTAL, P.A.",TRANQUILITY DENTAL,"7415 WAYZATA BLVD, STE 201",55426,952-334-3304,osm,node/11852879266,Tranquility Dental,,"7415 Wayzata Boulevard, 201",55426,,14
nppes:1477170108|nppes:1477170108-pl1,nppes,1477170108,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,250 FULLER ST S STE 100,55379,952-903-9484,nppes,1477170108-pl1,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,11800 SINGLETREE LN STE 200,55344,952-903-9484,10382
nppes:1356854442-pl10|nppes:1356854442-pl7,nppes,1356854442-pl10,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 203,55109,651-351-7777,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,30417
nppes:1780764993|osm:node/12099767280,nppes,1780764993,HATCHER AND BOMSTAD DDS LLC,,911 FIRST ST NORTH,55343,952-938-7746,osm,node/12099767280,Bomstad Dental,,911 1st Street North,55343,+1 952-938-7746,72
nppes:1073668877|nppes:1316538101-pl3,nppes,1073668877,"GROUP HEALTH, INC.",HEALTHPARTNERS APPLE VALLEY DENTAL CLINIC,15350 ENGLISH AVE,55124,952-431-8583,nppes,1316538101-pl3,"GROUP HEALTH, INC.",HEALTHPARTNERS PEDIATRIC DENTAL,15290 PENNOCK LN,55124,952-431-8583,3588
nppes:1487303889|nppes:1497404818,nppes,1487303889,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - PERIODONTICS,15785 95TH AVE N,55369,763-233-4141,nppes,1497404818,"FAMILY ORAL SURGERY SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER MAPLE GROVE - ORAL SURGERY,15785 95TH AVE N,55369,763-233-4141,0
nppes:1477170108|nppes:1477170108-pl2,nppes,1477170108,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,250 FULLER ST S STE 100,55379,952-903-9484,nppes,1477170108-pl2,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,600 W 98TH ST STE 300,55420,952-903-9484,
nppes:1477170108-pl1|nppes:1477170108-pl3,nppes,1477170108-pl1,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,11800 SINGLETREE LN STE 200,55344,952-903-9484,nppes,1477170108-pl3,JESSE N VEIL DDS MS PA,VEIL & WILD ORTHODONTICS,7533 EGAN DR,55378,952-903-9484,12915
nppes:1063512234|nppes:1598865651,nppes,1063512234,"FAMILY PERIODONTIC SPECIALISTS, PLC",METRO DENTALCARE SPECIALTY CENTER RICHFIELD - PERIODONTICS,6601 LYNDALE AVE S STE 220,55423,612-861-9123,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,0
nppes:1356854442-pl9|nppes:1821690496,nppes,1356854442-pl9,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,11995 SINGLETREE LN STE 110,55344,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1356854442|nppes:1356854442-pl2,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl2,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,1670 BEAM AVE STE 202,55109,651-351-7777,22053
nppes:1245416403|osm:node/1411811129,nppes,1245416403,SNELLING AVENUE DENTAL,,604 SNELLING AVE S,55116,651-699-5600,osm,node/1411811129,Snelling Avenue Dental,,,,+1-651-699-5600,34
nppes:1902920382|osm:way/1170470513,nppes,1902920382,44TH STREET DENTAL,,3925 W 44TH ST,55424,952-922-2159,osm,way/1170470513,44th Street Dental,,3925 West 44th Street,55424,,78
nppes:1356854442|nppes:1356854442-pl5,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl5,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2150 3RD AVE STE 200,55303,651-351-7777,27623
nppes:1356854442|nppes:1356854442-pl1,nppes,1356854442,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,2224 HENNEPIN AVE,55405,651-351-7777,nppes,1356854442-pl1,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,266 E TRAVELERS TRL STE 105,55337,651-351-7777,20583
nppes:1760802722|nppes:1871837708,nppes,1760802722,"DENTALIGN, P.A",TC ORTHODONTICS,470 W 78TH ST,55317,763-420-1030,nppes,1871837708,"DENTALIGN, P.A",,4630 EDGEBROOK PL,55424,763-420-1030,16015
nppes:1689028037|osm:way/390529015,nppes,1689028037,THE DENTIST'S HOUSE OF EDINA,,3930 SUNNYSIDE RD,55424,952-929-9131,osm,way/390529015,The Dentist's House of Edina,,3930 Sunnyside Road,55424,+1-952-929-9131,19
nppes:1447350509|nppes:1598865651,nppes,1447350509,"FAMILY ORTHODONTIC SPECIALISTS, PLC",WOODLAKE ORTHODONTICS RICHFIELD,6601 LYNDALE AVE S STE 240,55423,612-861-9123,nppes,1598865651,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE SPECIALTY CENTER RICHFIELD - ORAL SURGERY,6601 LYNDALE AVE S STE 230,55423,612-861-9123,0
nppes:1770540502|nppes:1861914061,nppes,1770540502,"TWIN CITIES ENDODONTIC SPECIALISTS, P.A.",,"2550 UNIVERSITY AVE W, SUITE 155S",55114,651-646-6386,nppes,1861914061,"THE DENTAL SPECIALIST OF MINNESOTA, PLLC",TWIN CITITES ENDODOONTICS SPECIALIST PA,2550 UNIVERSITY AVE W STE 155S,55114,651-646-6386,0
nppes:1659611333|nppes:1952028490,nppes,1659611333,"DAN B ANG, DDS,LLC",,"5851 DULUTH ST, SUITE 313",55422,763-542-8723,nppes,1952028490,"DAN B. ANG DDS, LLC",,"5851 DULUTH STREET, SUITE 313",55422,763-542-8723,0
nppes:1457064800|nppes:1821690496,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,nppes,1821690496,SMILE ORTHODONTICS STILLWATER LLC,,9424 MAPLE GROVE PKWY N,55311,651-351-7777,
nppes:1407701253|nppes:1417825563,nppes,1407701253,MARC MONTGOMERY DENTAL GPS PLLC,MONTGOMERY WOLKEN DENTAL CARE,8380 CITY CENTRE DR STE 120,55125,651-714-1642,nppes,1417825563,MARC MONTGOMERY DDS PA,,8380 CITY CENTRE DR STE 120,55125,651-714-1642,0
nppes:1558010967|nppes:1669817557,nppes,1558010967,FAMILY ORAL SURGERY SPECIALISTS PLC,METRO DENTALCARE ST. PAUL MIDWAY - ORAL SURGERY,1375 SAINT ANTHONY AVE,55104,651-286-8153,nppes,1669817557,"ORTHODONTIC CARE SPECIALISTS, PLLC",ORTHODONTIC CARE SPECIALISTS,1375 SAINT ANTHONY AVE,55104,651-286-8153,0
nppes:1356854442-pl7|nppes:1457064800,nppes,1356854442-pl7,SMILE ORTHODONTICS STILLWATER LLC,SMILE ORTHODONTICS|SM:)E ORTHO,3197 NORTHDALE BLVD NW,55433,651-351-7777,nppes,1457064800,"SMILE ORTHODONTICS STILLWATER, LLC",SMILE ORTHODONTICS,2150 3RD AVE STE 110,55303,651-351-7777,3585
